Year,Quarter,OriginAirportID,DestAirportID,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,months_observed,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay,coverage
2020,1,10397,10721,primary,7013.0,1749.0,1146106.48,232017278.4294,163.42599172964495,6375.829218255742,False,1376.0,121.0,0.0,0.0,1255.0,0.0,135.0,40.0,-4987.0,3.0,0.08793604651162791,0.0,0.10756972111553785,0.03187250996015936,-3.9737051792828684,matched
2020,1,10397,10821,primary,6050.0,1621.0,895501.55,192013179.1967,148.01678512396694,9828.746891267878,False,1490.0,102.0,0.0,0.0,1388.0,0.0,124.0,43.0,-5295.0,3.0,0.06845637583892618,0.0,0.0893371757925072,0.030979827089337175,-3.814841498559078,matched
2020,1,10397,11278,primary,6936.0,2325.0,1379568.99,353021766.6017,198.89979671280275,11335.896040861218,False,1679.0,118.0,1.0,0.0,1560.0,0.0,147.0,49.0,-6971.0,3.0,0.07027992852888625,0.0005955926146515784,0.09423076923076923,0.03141025641025641,-4.468589743589743,matched
2020,1,10397,11292,primary,7510.0,2830.0,1348325.77,335238318.4879,179.53738615179762,12405.250873633839,False,1411.0,93.0,1.0,0.0,1317.0,0.0,142.0,37.0,-5322.0,3.0,0.06591070163004961,0.0007087172218284905,0.10782080485952923,0.02809415337889142,-4.041002277904328,matched
2020,1,10397,11298,primary,8105.0,2551.0,1469066.57,350474694.71669996,181.2543578038248,10388.646144390172,False,1507.0,115.0,2.0,0.0,1390.0,0.0,215.0,55.0,5969.0,3.0,0.07631055076310551,0.0013271400132714001,0.15467625899280577,0.039568345323741004,4.294244604316547,matched
2020,1,10397,11433,primary,4939.0,1289.0,842295.18,239189064.9126,170.53961935614498,19344.88064990573,False,1145.0,44.0,0.0,0.0,1101.0,0.0,96.0,26.0,-2208.0,3.0,0.03842794759825328,0.0,0.08719346049046321,0.023614895549500452,-2.005449591280654,matched
2020,1,10397,11618,primary,8946.0,3212.0,1409413.18,318728216.3228,157.546744913928,10807.037511179511,False,1645.0,153.0,1.0,0.0,1491.0,0.0,258.0,76.0,-869.0,3.0,0.09300911854103343,0.0006079027355623101,0.17303822937625754,0.05097250167672703,-0.5828303152246814,matched
2020,1,10397,11697,primary,10193.0,2436.0,1233519.84,216402641.67380002,121.016368095752,6585.5538764786525,False,2280.0,127.0,1.0,0.0,2152.0,0.0,249.0,68.0,-1256.0,3.0,0.05570175438596491,0.0004385964912280702,0.11570631970260223,0.031598513011152414,-0.5836431226765799,matched
2020,1,10397,12173,primary,276.0,203.0,207960.63,215384860.8335,753.4805434782609,212647.0011558641,False,90.0,3.0,1.0,0.0,86.0,0.0,3.0,0.0,-1878.0,3.0,0.03333333333333333,0.011111111111111112,0.03488372093023256,0.0,-21.837209302325583,matched
2020,1,10397,12266,primary,4396.0,2178.0,652471.44,130876682.8416,148.42389444949953,7742.113443977945,False,1360.0,77.0,1.0,0.0,1282.0,0.0,150.0,47.0,-1115.0,3.0,0.05661764705882353,0.0007352941176470588,0.11700468018720749,0.036661466458658344,-0.8697347893915757,matched
2020,1,10397,12478,primary,3811.0,1189.0,595972.81,122803045.99249999,156.38226449750724,7767.900389860235,False,816.0,26.0,0.0,0.0,790.0,0.0,89.0,32.0,-1370.0,3.0,0.031862745098039214,0.0,0.11265822784810127,0.04050632911392405,-1.7341772151898733,matched
2020,1,10397,12889,primary,7066.0,2155.0,1571991.79,600221167.2775,222.47265638267763,35450.88847218223,False,1146.0,127.0,1.0,0.0,1018.0,0.0,163.0,49.0,534.0,3.0,0.11082024432809773,0.0008726003490401396,0.16011787819253437,0.0481335952848723,0.5245579567779961,matched
2020,1,10397,12892,primary,8694.0,3190.0,2242650.36,942406709.8566,257.95380262249824,41857.20284585755,False,1521.0,82.0,2.0,0.0,1437.0,0.0,222.0,35.0,-4435.0,3.0,0.05391190006574622,0.0013149243918474688,0.1544885177453027,0.024356297842727904,-3.0862908837856646,matched
2020,1,10397,12953,primary,12429.0,3455.0,2030800.08,463737989.22220004,163.3920733767801,10613.995779006287,False,2281.0,182.0,3.0,0.0,2096.0,0.0,255.0,102.0,-7519.0,3.0,0.0797895659798334,0.00131521262604121,0.12166030534351145,0.04866412213740458,-3.5873091603053435,matched
2020,1,10397,13204,primary,9775.0,2457.0,1323316.8299999998,247592724.5469,135.37768081841432,7002.062518007588,False,2496.0,188.0,2.0,0.0,2306.0,0.0,257.0,78.0,-3344.0,3.0,0.07532051282051282,0.0008012820512820513,0.11144839549002603,0.033824804856895055,-1.4501300954032958,matched
2020,1,10397,13232,primary,4743.0,1234.0,583647.1000000001,104879707.456,123.05441703563147,6970.1357391868205,False,988.0,155.0,4.0,0.0,829.0,0.0,76.0,21.0,-1709.0,3.0,0.15688259109311742,0.004048582995951417,0.09167671893848009,0.025331724969843185,-2.0615199034981906,matched
2020,1,10397,13303,primary,7019.0,2577.0,1132963.5,252164197.6472,161.41380538538255,9871.526962453074,False,1669.0,125.0,1.0,0.0,1543.0,0.0,204.0,63.0,334.0,3.0,0.07489514679448772,0.0005991611743559018,0.1322099805573558,0.04082955281918341,0.21646143875567078,matched
2020,1,10397,13487,primary,3474.0,1321.0,838993.37,281993401.91609997,241.5064392630973,22847.17920611793,False,1070.0,49.0,1.0,0.0,1020.0,0.0,85.0,19.0,-6567.0,3.0,0.04579439252336449,0.0009345794392523365,0.08333333333333333,0.018627450980392157,-6.438235294117647,matched
2020,1,10397,13796,primary,443.0,179.0,96608.04,24580489.0508,218.07683972911963,7928.923239674092,False,83.0,2.0,0.0,0.0,81.0,0.0,16.0,2.0,91.0,3.0,0.024096385542168676,0.0,0.19753086419753085,0.024691358024691357,1.123456790123457,matched
