Year,Month,DOT_ID_Reporting_Airline,Reporting_Airline,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay
2020,1,19393,WN,109770,1921,141,0,107708,0,10321,2144,-601815.0,0.01750022774892958,0.0012845039628313747,0.09582389423255469,0.019905670887956327,-5.587467968953096
2020,1,19690,HA,7035,17,3,0,7015,0,688,74,-7420.0,0.002416488983653163,0.00042643923240938164,0.09807555238774056,0.010548823948681396,-1.0577334283677833
2020,1,19790,DL,80067,41,98,0,79928,0,8459,2160,-353130.0,0.0005120711404198984,0.0012239749210036595,0.10583274947452707,0.02702432188970073,-4.418101291162046
2020,1,19805,AA,76276,685,119,0,75472,0,11348,3262,20610.0,0.008980544338979496,0.0015601237610781897,0.15036039855840577,0.04322132711469154,0.2730814076743693
2020,1,19930,AS,21110,272,55,0,20783,0,4393,1012,33137.0,0.012884888678351492,0.0026054002842254855,0.2113746812298513,0.04869364384352596,1.5944281383823318
2020,1,19977,UA,48401,297,85,0,48019,0,6235,2118,-134304.0,0.006136236854610442,0.0017561620627672982,0.1298444365771882,0.044107540765113806,-2.7968928965617774
2020,1,20304,OO,71160,1461,198,0,69501,0,10692,4281,87926.0,0.020531197301854976,0.002782462057335582,0.15383951310053093,0.06159623602538093,1.2651040992215938
2020,1,20363,9E,23068,76,37,0,22955,0,2515,981,-141296.0,0.003294607248135946,0.001603953528697763,0.10956218688738836,0.04273578741015029,-6.155347418862993
2020,1,20366,EV,10564,147,41,0,10376,0,1601,473,-4527.0,0.013915183642559637,0.0038811056418023475,0.15429838087895142,0.04558596761757903,-0.4362952968388589
2020,1,20368,G4,7774,86,25,0,7663,0,1538,461,49129.0,0.011062516079238487,0.0032158476974530484,0.20070468484927573,0.060159206577058595,6.411196659271826
2020,1,20378,YV,17836,295,68,0,17473,0,3118,1231,102245.0,0.016539582866113477,0.0038125140165956493,0.17844674640874492,0.07045155382590282,5.851599610828135
2020,1,20397,OH,24309,262,48,0,23999,0,5166,1688,187887.0,0.010777901188860094,0.0019745773170430705,0.21525896912371348,0.07033626401100046,7.828951206300262
2020,1,20398,MQ,26200,834,82,0,25284,0,4979,1517,99948.0,0.03183206106870229,0.003129770992366412,0.19692295522860306,0.0599984179718399,3.953013763644993
2020,1,20409,B6,24709,18,70,0,24621,0,3675,1238,-73944.0,0.0007284795013962524,0.0028329758387632036,0.1492628244181796,0.050282279355022136,-3.0032898744973804
2020,1,20416,NK,17477,119,25,0,17333,0,2334,727,-27225.0,0.006808948904274189,0.0014304514504777709,0.13465643570068656,0.04194311429065944,-1.5707032827554377
2020,1,20436,F9,12467,145,10,0,12312,0,1795,573,-55183.0,0.011630705061361995,0.0008021175904387583,0.1457927225471085,0.04653996101364522,-4.482050032488629
2020,1,20452,YX,29123,252,45,0,28826,0,3428,976,-153331.0,0.008652954709336264,0.001545170483810047,0.11892041906612086,0.03385832234788039,-5.319191008117672
2020,2,19393,WN,101581,1109,112,0,100360,0,9613,2279,-568063.0,0.010917395969718746,0.0011025683936956715,0.09578517337584695,0.022708250298923875,-5.660253088880032
2020,2,19690,HA,6509,32,2,0,6475,0,570,61,-21943.0,0.0049162697803041945,0.00030726686126901216,0.08803088803088803,0.009420849420849422,-3.388880308880309
2020,2,19790,DL,75446,18,90,0,75338,0,9878,3424,-87724.0,0.00023858123691116825,0.0011929061845558412,0.13111577158937057,0.045448512039077224,-1.1644057447768723
2020,2,19805,AA,72402,725,100,0,71577,0,11347,3512,84185.0,0.010013535537692329,0.0013811773155437694,0.15852857761571454,0.04906604076728558,1.176145968677089
2020,2,19930,AS,19515,176,38,0,19301,0,2862,701,-62074.0,0.009018703561363054,0.0019472200871124775,0.14828247241075593,0.036319361691104085,-3.2161027926014194
2020,2,19977,UA,46244,94,77,0,46073,0,6483,2189,-99523.0,0.002032696133552461,0.001665080875356803,0.14071147960844746,0.047511557745317214,-2.160115468929742
2020,2,20304,OO,67056,831,221,0,66004,0,10396,4381,74097.0,0.012392627057981389,0.0032957528036268195,0.15750560572086542,0.06637476516574753,1.1226137809829708
2020,2,20363,9E,21623,81,44,0,21498,0,3408,1464,-14665.0,0.0037460111917865238,0.00203487027701984,0.15852637454646945,0.06809935807982138,-0.6821564796725277
2020,2,20366,EV,11404,78,19,0,11307,0,1670,525,-10778.0,0.006839705366538057,0.0016660820764643986,0.14769611744936764,0.04643141416821438,-0.9532148226762183
2020,2,20368,G4,8714,24,24,0,8666,0,2089,612,101908.0,0.002754188661923342,0.002754188661923342,0.2410570043849527,0.070620816985922,11.759519963074082
2020,2,20378,YV,16679,89,40,0,16550,0,2681,950,71880.0,0.005336051322021704,0.0023982253132681817,0.1619939577039275,0.05740181268882175,4.343202416918429
2020,2,20397,OH,22902,1051,94,0,21757,0,6231,2652,386065.0,0.045891188542485375,0.004104445026635229,0.28639058693753733,0.12189180493634233,17.74440409982994
2020,2,20398,MQ,24193,445,41,0,23707,0,4150,1291,42843.0,0.01839375025833919,0.001694705079981813,0.17505378158349855,0.05445648964440882,1.8071877504534526
2020,2,20409,B6,23527,28,52,0,23447,0,3826,1381,-40321.0,0.0011901219875037191,0.002210226548221193,0.16317652578154987,0.05889879302256152,-1.7196656288651
2020,2,20416,NK,17364,59,26,0,17279,0,2904,964,40920.0,0.0033978346003225063,0.0014973508408200875,0.16806528155564557,0.055790265640372705,2.3681926037386423
2020,2,20436,F9,11549,107,5,0,11437,0,2104,703,-7928.0,0.009264871417438739,0.00043293791670274485,0.18396432630934687,0.06146716796362683,-0.6931887732797062
2020,2,20452,YX,27560,188,72,0,27300,0,4404,1782,-700.0,0.006821480406386067,0.0026124818577648768,0.16131868131868132,0.06527472527472528,-0.02564102564102564
2020,3,19393,WN,116689,19871,105,0,96713,0,6714,1217,-808645.0,0.17029025872190182,0.0008998277472598103,0.06942189778002958,0.012583623711393505,-8.361285452834675
2020,3,19690,HA,6773,618,22,0,6133,0,564,159,-12067.0,0.09124464786652886,0.0032481913479994093,0.09196151964780695,0.025925322028371108,-1.9675525843795858
2020,3,19790,DL,86291,19657,95,0,66539,0,5307,1517,-491070.0,0.2277989593352725,0.0011009259366561981,0.07975773606456364,0.02279865943281384,-7.380183050541787
2020,3,19805,AA,80330,15282,95,0,64953,0,7760,2128,-280726.0,0.19024025893190588,0.0011826216855471182,0.11947100210921743,0.032762151093867875,-4.321986667282497
2020,3,19930,AS,21380,2951,38,0,18391,0,2541,668,-105293.0,0.13802619270346117,0.0017773620205799813,0.1381654069925507,0.03632211407753792,-5.725246044260779
2020,3,19977,UA,53803,12355,46,0,41402,0,4221,1295,-290610.0,0.2296340352768433,0.0008549709124026541,0.10195159654122989,0.031278682189266216,-7.019226124341819
2020,3,20304,OO,74153,7936,154,0,66063,0,6194,2161,-486910.0,0.10702196809299691,0.0020767871832562406,0.09375898763301697,0.03271119991523243,-7.370388871228978
2020,3,20363,9E,25996,3438,21,0,22537,0,1606,522,-277021.0,0.13225111555623942,0.0008078165871672565,0.07126059369037582,0.02316191152327284,-12.291831210897636
