Year,Quarter,OriginAirportID,DestAirportID,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,months_observed,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay,coverage
2013,1,10397,10721,primary,5924.0,1792.0,1209304.34,295454722.1448,204.1364517218096,8202.502553243612,False,1241.0,26.0,3.0,0.0,1212.0,0.0,123.0,35.0,-6037.0,3.0,0.020950846091861403,0.0024174053182917004,0.10148514851485149,0.028877887788778877,-4.981023102310231,matched
2013,1,10397,10821,primary,6674.0,1709.0,1013505.84,192117622.3278,151.85883128558586,5724.874133096197,False,1658.0,20.0,1.0,0.0,1637.0,0.0,162.0,42.0,-5860.0,3.0,0.012062726176115802,0.0006031363088057901,0.09896151496640196,0.02565668906536347,-3.579718998167379,matched
2013,1,10397,11278,primary,7313.0,1821.0,1365621.34,309931006.469,186.73886776972515,7509.424809958313,False,1798.0,39.0,7.0,0.0,1752.0,0.0,195.0,64.0,-4147.0,3.0,0.021690767519466074,0.00389321468298109,0.1113013698630137,0.0365296803652968,-2.3670091324200913,matched
2013,1,10397,11292,primary,6626.0,2358.0,1094814.26,229320789.3856,165.23004225777242,7308.267875247231,False,1088.0,7.0,2.0,0.0,1079.0,0.0,204.0,51.0,5736.0,3.0,0.006433823529411764,0.001838235294117647,0.18906394810009267,0.047265987025023166,5.3160333642261355,matched
2013,1,10397,11298,primary,8920.0,2247.0,1936235.58,576895088.4108001,217.06676905829596,17556.355036377172,False,1869.0,34.0,3.0,0.0,1832.0,0.0,281.0,70.0,2031.0,3.0,0.01819154628143392,0.0016051364365971107,0.15338427947598254,0.03820960698689956,1.1086244541484715,matched
2013,1,10397,11433,primary,3699.0,1369.0,734920.7300000001,178952945.5641,198.6809218707759,8904.627581983346,False,1180.0,2.0,0.0,0.0,1178.0,0.0,117.0,27.0,-3493.0,3.0,0.001694915254237288,0.0,0.09932088285229201,0.022920203735144314,-2.965195246179966,matched
2013,1,10397,11618,primary,4877.0,2191.0,1169919.75,364157436.9211,239.8851240516711,17123.455518115632,False,1115.0,38.0,0.0,0.0,1077.0,0.0,256.0,100.0,5646.0,3.0,0.034080717488789235,0.0,0.23769730733519034,0.09285051067780872,5.242339832869081,matched
2013,1,10397,11697,primary,8593.0,1774.0,1248767.2,222474502.5478,145.32377516583264,4771.201994708907,False,1847.0,4.0,1.0,0.0,1842.0,0.0,316.0,48.0,3495.0,3.0,0.002165674066053059,0.0005414185165132648,0.17155266015200868,0.026058631921824105,1.8973941368078175,matched
2013,1,10397,12173,primary,335.0,215.0,198209.66,143217405.12159997,591.6706268656717,77440.51145841286,False,90.0,0.0,0.0,0.0,90.0,0.0,15.0,2.0,-444.0,3.0,0.0,0.0,0.16666666666666666,0.022222222222222223,-4.933333333333334,matched
2013,1,10397,12266,primary,3021.0,1339.0,588105.14,156028583.0964,194.67234028467396,13750.671684592577,False,1257.0,9.0,1.0,0.0,1247.0,0.0,230.0,66.0,5367.0,3.0,0.007159904534606206,0.0007955449482895784,0.18444266238973536,0.05292702485966319,4.30392943063352,matched
