Year,Month,DOT_ID_Reporting_Airline,Reporting_Airline,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay
2013,1,19393,WN,89169,512,87,0,88570,0,12827,1997,46209.0,0.005741905819286972,0.0009756754028866535,0.144823303601671,0.02254713785706221,0.5217229310150163
2013,1,19690,HA,5982,3,3,0,5976,0,440,76,11810.0,0.0005015045135406219,0.0005015045135406219,0.07362784471218206,0.012717536813922356,1.9762382864792503
2013,1,19790,DL,57182,293,107,0,56782,0,6762,1864,-111692.0,0.005123990066804239,0.0018712182155223671,0.11908703462364834,0.0328273044274594,-1.9670318058539678
2013,1,19805,AA,44848,863,94,0,43891,0,8291,2070,134081.0,0.01924277559757403,0.002095968605066001,0.1888997744412294,0.04716228839625436,3.0548631837962223
2013,1,19930,AS,12020,69,37,0,11914,0,1489,274,-29354.0,0.005740432612312812,0.0030782029950083196,0.12497901628336411,0.02299815343293604,-2.4638240725197247
2013,1,19977,UA,40419,221,79,0,40119,0,6634,1655,-12473.0,0.005467725574606002,0.001954526336623865,0.16535805977217777,0.04125227448341185,-0.31090007228495226
2013,1,20304,OO,51762,1344,218,0,50200,0,10046,2846,293553.0,0.025964993624666744,0.004211583787334338,0.2001195219123506,0.056693227091633464,5.847669322709163
2013,1,20355,US,33567,268,40,0,33259,0,5396,1115,44886.0,0.007984031936127744,0.0011916465576310067,0.1622417992122433,0.03352476021528007,1.3495895847740462
2013,1,20363,9E,23658,917,59,0,22682,0,4257,1499,75389.0,0.03876067292247865,0.002493870995012258,0.18768186226964112,0.06608764659201129,3.3237368838726744
2013,1,20366,EV,57934,1656,221,0,56057,0,14587,5437,617794.0,0.02858425104429178,0.0038146856768046396,0.2602172788411795,0.0969905631767665,11.020818095866707
2013,1,20378,YV,10647,312,7,0,10328,0,1773,603,55015.0,0.029304029304029304,0.0006574621959237344,0.17166924864446165,0.05838497288923315,5.3267815646785435
2013,1,20398,MQ,37693,966,101,0,36626,0,8189,2615,286455.0,0.025628100708354338,0.002679542620645743,0.22358433899415717,0.0713973679899525,7.821083383388849
2013,1,20409,B6,19291,61,58,0,19172,0,4060,1221,91865.0,0.0031620963143434763,0.003006583380851174,0.2117671604423117,0.06368662633006468,4.79162320050073
2013,1,20436,F9,5804,12,6,0,5786,0,1646,311,66963.0,0.002067539627842867,0.0010337698139214334,0.2844797787763567,0.05375043207742827,11.573280331835464
2013,1,20437,FL,15313,63,12,0,15238,0,1526,356,-48962.0,0.0041141513746489914,0.0007836478808855221,0.10014437590234938,0.023362646016537602,-3.2131513321958263
2013,1,21171,VX,4230,1,2,0,4227,0,287,61,-31244.0,0.00023640661938534278,0.00047281323877068556,0.06789685356044475,0.014431038561627632,-7.391530636385143
2013,2,19393,WN,83115,1591,143,0,81381,0,11116,1814,7932.0,0.019142152439391207,0.0017205077302532635,0.13659207923225322,0.022290215160786917,0.09746746783647289
2013,2,19690,HA,5430,7,5,0,5418,0,434,61,319.0,0.001289134438305709,0.0009208103130755065,0.08010335917312661,0.011258767072720562,0.05887781469176818
2013,2,19790,DL,52862,536,61,0,52265,0,6709,1601,-75364.0,0.010139608792705535,0.001153948015587757,0.1283650626614369,0.030632354348034057,-1.4419592461494308
2013,2,19805,AA,40792,829,86,0,39877,0,7735,1972,152300.0,0.02032261227691704,0.0021082565208864483,0.1939714622464077,0.04945206510018306,3.8192441758407103
2013,2,19930,AS,10895,48,8,0,10839,0,970,223,-55513.0,0.0044056906837999085,0.000734281780633318,0.0894916505212658,0.020573853676538426,-5.121597933388689
2013,2,19977,UA,38116,803,43,0,37270,0,6475,1662,20790.0,0.021067268338755378,0.0011281351663343477,0.1737322243090958,0.044593506841964045,0.5578213039978535
2013,2,20304,OO,47758,1244,137,0,46377,0,8178,2588,198270.0,0.02604799195946229,0.0028686293395870847,0.17633740862927744,0.0558035232981866,4.275179507083252
2013,2,20355,US,31177,516,30,0,30631,0,5069,1003,54051.0,0.01655066234724316,0.0009622478108862302,0.16548594561065588,0.03274460513858509,1.7645848976527048
2013,2,20363,9E,21309,682,52,0,20575,0,3899,1211,55817.0,0.032005255995119435,0.0024402834483082266,0.189501822600243,0.05885783718104496,2.7128554070473876
2013,2,20366,EV,54106,2190,133,0,51783,0,14346,5138,617881.0,0.04047610246553063,0.0024581377296418144,0.2770407276519321,0.09922175231253501,11.932120580113164
2013,2,20378,YV,9704,283,14,0,9407,0,1555,463,35812.0,0.02916323165704864,0.0014427040395713108,0.16530243435739342,0.04921866695014351,3.8069522695864784
2013,2,20398,MQ,33627,1614,78,0,31935,0,8306,2700,345939.0,0.04799714515121777,0.00231956463556071,0.2600908094567089,0.08454673555659935,10.832597463597933
2013,2,20409,B6,17767,699,42,0,17026,0,4799,1366,190191.0,0.03934260145213035,0.002363933134462768,0.2818630330083402,0.08023023610947962,11.170621402560789
2013,2,20436,F9,5261,71,5,0,5185,0,1588,512,85901.0,0.013495533168599127,0.0009503896597605018,0.30626808100289293,0.09874638379942141,16.567213114754097
2013,2,20437,FL,14069,183,18,0,13868,0,1987,350,5595.0,0.013007321060487596,0.0012794086289004193,0.1432794923565042,0.02523795788866455,0.4034467839630805
2013,2,21171,VX,3758,33,2,0,3723,0,399,134,-10155.0,0.008781266631186802,0.0005321979776476849,0.10717163577759871,0.035992479183454204,-2.7276390008058016
2013,3,19393,WN,99142,1095,130,0,97917,0,18311,3660,455331.0,0.011044764075770108,0.001311250529543483,0.18700532083295035,0.037378596157970526,4.650173105793683
2013,3,19690,HA,6000,6,6,0,5988,0,531,58,7545.0,0.001,0.001,0.08867735470941884,0.009686038744154976,1.2600200400801602
