Quarter,OriginAirportID,DestAirportID,sample,baseline_year,current_year,baseline_fare_present,current_fare_present,fare_continuity,baseline_operations_present,current_operations_present,operations_continuity
1,10397,10721,primary,2010,2017,True,True,retained,True,True,retained
1,10397,10821,primary,2010,2017,True,True,retained,True,True,retained
1,10397,11278,primary,2010,2017,True,True,retained,True,True,retained
1,10397,11292,primary,2010,2017,True,True,retained,True,True,retained
1,10397,11298,primary,2010,2017,True,True,retained,True,True,retained
1,10397,11433,primary,2010,2017,True,True,retained,True,True,retained
1,10397,11618,primary,2010,2017,True,True,retained,True,True,retained
1,10397,11697,primary,2010,2017,True,True,retained,True,True,retained
1,10397,12173,primary,2010,2017,True,True,retained,True,True,retained
1,10397,12266,primary,2010,2017,True,True,retained,True,True,retained
1,10397,12478,primary,2010,2017,True,True,retained,True,True,retained
1,10397,12889,primary,2010,2017,True,True,retained,True,True,retained
1,10397,12892,primary,2010,2017,True,True,retained,True,True,retained
1,10397,12953,primary,2010,2017,True,True,retained,True,True,retained
1,10397,13204,primary,2010,2017,True,True,retained,True,True,retained
1,10397,13232,primary,2010,2017,True,True,retained,True,True,retained
1,10397,13303,primary,2010,2017,True,True,retained,True,True,retained
1,10397,13487,primary,2010,2017,True,True,retained,True,True,retained
1,10397,13796,primary,2010,2017,False,True,entered,False,True,entered
1,10397,13930,primary,2010,2017,True,True,retained,True,True,retained
1,10397,14100,primary,2010,2017,True,True,retained,True,True,retained
1,10397,14107,primary,2010,2017,True,True,retained,True,True,retained
1,10397,14635,primary,2010,2017,True,True,retained,True,True,retained
1,10397,14679,primary,2010,2017,True,True,retained,True,True,retained
1,10397,14747,primary,2010,2017,True,True,retained,True,True,retained
1,10397,14771,primary,2010,2017,True,True,retained,True,True,retained
1,10397,14869,primary,2010,2017,True,True,retained,True,True,retained
1,10397,15016,primary,2010,2017,True,True,retained,True,True,retained
1,10397,15304,primary,2010,2017,True,True,retained,True,True,retained
1,10721,10397,primary,2010,2017,True,True,retained,True,True,retained
1,10721,10821,primary,2010,2017,True,True,retained,True,True,retained
1,10721,11278,primary,2010,2017,True,True,retained,True,True,retained
1,10721,11292,primary,2010,2017,True,True,retained,True,True,retained
1,10721,11298,primary,2010,2017,True,True,retained,True,True,retained
1,10721,11433,primary,2010,2017,True,True,retained,True,True,retained
1,10721,11618,primary,2010,2017,True,True,retained,True,True,retained
1,10721,11697,primary,2010,2017,True,True,retained,True,True,retained
1,10721,12266,primary,2010,2017,True,True,retained,True,True,retained
1,10721,12478,primary,2010,2017,True,True,retained,True,True,retained
1,10721,12889,primary,2010,2017,True,True,retained,True,True,retained
1,10721,12892,primary,2010,2017,True,True,retained,True,True,retained
1,10721,12953,primary,2010,2017,True,True,retained,True,True,retained
1,10721,13204,primary,2010,2017,True,True,retained,True,True,retained
1,10721,13232,primary,2010,2017,True,True,retained,True,True,retained
1,10721,13303,primary,2010,2017,True,True,retained,True,True,retained
1,10721,13487,primary,2010,2017,True,True,retained,True,True,retained
1,10721,13796,primary,2010,2017,True,True,retained,True,False,exited
1,10721,13930,primary,2010,2017,True,True,retained,True,True,retained
1,10721,14100,primary,2010,2017,True,True,retained,True,True,retained
1,10721,14107,primary,2010,2017,True,True,retained,True,True,retained
1,10721,14635,primary,2010,2017,True,True,retained,True,True,retained
1,10721,14679,primary,2010,2017,True,True,retained,True,True,retained
1,10721,14747,primary,2010,2017,True,True,retained,True,True,retained
1,10721,14771,primary,2010,2017,True,True,retained,True,True,retained
1,10721,14869,primary,2010,2017,True,True,retained,True,True,retained
1,10721,15016,primary,2010,2017,True,True,retained,True,True,retained
1,10721,15304,primary,2010,2017,True,True,retained,True,True,retained
1,10821,10397,primary,2010,2017,True,True,retained,True,True,retained
1,10821,10721,primary,2010,2017,True,True,retained,True,True,retained
1,10821,11278,primary,2010,2017,False,False,absent,False,False,absent
1,10821,11292,primary,2010,2017,True,True,retained,True,True,retained
1,10821,11298,primary,2010,2017,True,True,retained,True,True,retained
1,10821,11433,primary,2010,2017,True,True,retained,True,True,retained
1,10821,11618,primary,2010,2017,True,True,retained,True,True,retained
1,10821,11697,primary,2010,2017,True,True,retained,True,True,retained
1,10821,12266,primary,2010,2017,True,True,retained,True,True,retained
1,10821,12478,primary,2010,2017,True,True,retained,True,False,exited
1,10821,12889,primary,2010,2017,True,True,retained,True,True,retained
1,10821,12892,primary,2010,2017,True,True,retained,True,True,retained
1,10821,12953,primary,2010,2017,True,False,exited,True,False,exited
1,10821,13204,primary,2010,2017,True,True,retained,True,True,retained
1,10821,13232,primary,2010,2017,True,True,retained,True,True,retained
1,10821,13303,primary,2010,2017,True,True,retained,True,True,retained
1,10821,13487,primary,2010,2017,True,True,retained,True,True,retained
1,10821,13796,primary,2010,2017,True,True,retained,False,True,entered
1,10821,13930,primary,2010,2017,True,True,retained,True,True,retained
1,10821,14100,primary,2010,2017,True,True,retained,True,False,exited
1,10821,14107,primary,2010,2017,True,True,retained,True,True,retained
1,10821,14635,primary,2010,2017,True,True,retained,True,True,retained
1,10821,14679,primary,2010,2017,True,True,retained,True,True,retained
1,10821,14747,primary,2010,2017,True,True,retained,False,True,entered
1,10821,14771,primary,2010,2017,True,True,retained,True,True,retained
1,10821,14869,primary,2010,2017,True,True,retained,True,True,retained
1,10821,15016,primary,2010,2017,True,True,retained,True,True,retained
1,10821,15304,primary,2010,2017,True,True,retained,True,True,retained
1,11278,10397,primary,2010,2017,True,True,retained,True,True,retained
1,11278,10721,primary,2010,2017,True,True,retained,True,True,retained
1,11278,11292,primary,2010,2017,True,True,retained,True,True,retained
1,11278,11298,primary,2010,2017,True,True,retained,True,True,retained
1,11278,11433,primary,2010,2017,True,True,retained,True,True,retained
1,11278,11618,primary,2010,2017,True,True,retained,True,True,retained
1,11278,11697,primary,2010,2017,True,True,retained,True,True,retained
1,11278,12266,primary,2010,2017,True,True,retained,True,True,retained
1,11278,12478,primary,2010,2017,True,True,retained,True,True,retained
1,11278,12889,primary,2010,2017,True,True,retained,True,True,retained
1,11278,12892,primary,2010,2017,True,True,retained,True,True,retained
1,11278,12953,primary,2010,2017,True,True,retained,True,True,retained
1,11278,13204,primary,2010,2017,True,True,retained,True,True,retained
1,11278,13232,primary,2010,2017,True,True,retained,False,True,entered
1,11278,13303,primary,2010,2017,True,True,retained,True,True,retained
1,11278,13487,primary,2010,2017,True,True,retained,True,True,retained
1,11278,13796,primary,2010,2017,False,True,entered,False,False,absent
1,11278,13930,primary,2010,2017,True,True,retained,True,True,retained
1,11278,14100,primary,2010,2017,True,True,retained,True,True,retained
1,11278,14107,primary,2010,2017,True,True,retained,True,True,retained
1,11278,14635,primary,2010,2017,True,True,retained,True,True,retained
1,11278,14679,primary,2010,2017,False,True,entered,False,False,absent
1,11278,14747,primary,2010,2017,True,True,retained,True,True,retained
1,11278,14771,primary,2010,2017,True,True,retained,False,True,entered
1,11278,14869,primary,2010,2017,True,True,retained,True,True,retained
1,11278,15016,primary,2010,2017,True,True,retained,True,True,retained
1,11278,15304,primary,2010,2017,True,True,retained,True,True,retained
1,11292,10397,primary,2010,2017,True,True,retained,True,True,retained
1,11292,10721,primary,2010,2017,True,True,retained,True,True,retained
1,11292,10821,primary,2010,2017,True,True,retained,True,True,retained
1,11292,11278,primary,2010,2017,True,True,retained,True,True,retained
1,11292,11298,primary,2010,2017,True,True,retained,True,True,retained
1,11292,11433,primary,2010,2017,True,True,retained,True,True,retained
1,11292,11618,primary,2010,2017,True,True,retained,True,True,retained
1,11292,11697,primary,2010,2017,True,True,retained,True,True,retained
1,11292,12173,primary,2010,2017,True,True,retained,True,True,retained
1,11292,12266,primary,2010,2017,True,True,retained,True,True,retained
1,11292,12478,primary,2010,2017,True,True,retained,True,True,retained
1,11292,12889,primary,2010,2017,True,True,retained,True,True,retained
1,11292,12892,primary,2010,2017,True,True,retained,True,True,retained
1,11292,12953,primary,2010,2017,True,True,retained,True,True,retained
1,11292,13204,primary,2010,2017,True,True,retained,True,True,retained
1,11292,13232,primary,2010,2017,True,True,retained,True,True,retained
1,11292,13303,primary,2010,2017,True,True,retained,True,True,retained
1,11292,13487,primary,2010,2017,True,True,retained,True,True,retained
1,11292,13796,primary,2010,2017,True,True,retained,True,True,retained
1,11292,13930,primary,2010,2017,True,True,retained,True,True,retained
1,11292,14100,primary,2010,2017,True,True,retained,True,True,retained
1,11292,14107,primary,2010,2017,True,True,retained,True,True,retained
1,11292,14635,primary,2010,2017,True,True,retained,True,True,retained
1,11292,14679,primary,2010,2017,True,True,retained,True,True,retained
1,11292,14747,primary,2010,2017,True,True,retained,True,True,retained
1,11292,14771,primary,2010,2017,True,True,retained,True,True,retained
1,11292,14869,primary,2010,2017,True,True,retained,True,True,retained
1,11292,15016,primary,2010,2017,True,True,retained,True,True,retained
1,11292,15304,primary,2010,2017,True,True,retained,True,True,retained
1,11298,10397,primary,2010,2017,True,True,retained,True,True,retained
1,11298,10721,primary,2010,2017,True,True,retained,True,True,retained
1,11298,10821,primary,2010,2017,True,True,retained,True,True,retained
1,11298,11278,primary,2010,2017,True,True,retained,True,True,retained
1,11298,11292,primary,2010,2017,True,True,retained,True,True,retained
1,11298,11433,primary,2010,2017,True,True,retained,True,True,retained
1,11298,11618,primary,2010,2017,True,True,retained,True,True,retained
1,11298,11697,primary,2010,2017,True,True,retained,True,True,retained
1,11298,12173,primary,2010,2017,True,True,retained,True,True,retained
1,11298,12266,primary,2010,2017,True,True,retained,True,True,retained
1,11298,12478,primary,2010,2017,True,True,retained,True,True,retained
1,11298,12889,primary,2010,2017,True,True,retained,True,True,retained
1,11298,12892,primary,2010,2017,True,True,retained,True,True,retained
1,11298,12953,primary,2010,2017,True,True,retained,True,True,retained
1,11298,13204,primary,2010,2017,True,True,retained,True,True,retained
1,11298,13303,primary,2010,2017,True,True,retained,True,True,retained
1,11298,13487,primary,2010,2017,True,True,retained,True,True,retained
1,11298,13796,primary,2010,2017,True,False,exited,False,False,absent
1,11298,13930,primary,2010,2017,True,True,retained,True,True,retained
1,11298,14100,primary,2010,2017,True,True,retained,True,True,retained
1,11298,14107,primary,2010,2017,True,True,retained,True,True,retained
1,11298,14635,primary,2010,2017,True,True,retained,True,True,retained
1,11298,14679,primary,2010,2017,True,True,retained,True,True,retained
1,11298,14747,primary,2010,2017,True,True,retained,True,True,retained
1,11298,14771,primary,2010,2017,True,True,retained,True,True,retained
1,11298,14869,primary,2010,2017,True,True,retained,True,True,retained
1,11298,15016,primary,2010,2017,True,True,retained,True,True,retained
1,11298,15304,primary,2010,2017,True,True,retained,True,True,retained
1,11433,10397,primary,2010,2017,True,True,retained,True,True,retained
1,11433,10721,primary,2010,2017,True,True,retained,True,True,retained
1,11433,10821,primary,2010,2017,True,True,retained,True,True,retained
1,11433,11278,primary,2010,2017,True,True,retained,True,True,retained
1,11433,11292,primary,2010,2017,True,True,retained,True,True,retained
1,11433,11298,primary,2010,2017,True,True,retained,True,True,retained
1,11433,11618,primary,2010,2017,True,True,retained,True,True,retained
1,11433,11697,primary,2010,2017,True,True,retained,True,True,retained
1,11433,12173,primary,2010,2017,False,True,entered,False,False,absent
1,11433,12266,primary,2010,2017,True,True,retained,True,True,retained
1,11433,12478,primary,2010,2017,True,True,retained,True,True,retained
1,11433,12889,primary,2010,2017,True,True,retained,True,True,retained
1,11433,12892,primary,2010,2017,True,True,retained,True,True,retained
1,11433,12953,primary,2010,2017,True,True,retained,True,True,retained
1,11433,13204,primary,2010,2017,True,True,retained,True,True,retained
1,11433,13232,primary,2010,2017,True,True,retained,True,True,retained
1,11433,13303,primary,2010,2017,True,True,retained,True,True,retained
1,11433,13487,primary,2010,2017,True,True,retained,True,True,retained
1,11433,13796,primary,2010,2017,False,True,entered,False,False,absent
1,11433,13930,primary,2010,2017,True,True,retained,True,True,retained
1,11433,14100,primary,2010,2017,True,True,retained,True,True,retained
1,11433,14107,primary,2010,2017,True,True,retained,True,True,retained
1,11433,14635,primary,2010,2017,True,True,retained,True,True,retained
1,11433,14679,primary,2010,2017,True,True,retained,True,True,retained
1,11433,14747,primary,2010,2017,True,True,retained,True,True,retained
1,11433,14771,primary,2010,2017,True,True,retained,True,True,retained
1,11433,14869,primary,2010,2017,True,True,retained,True,True,retained
1,11433,15016,primary,2010,2017,True,True,retained,True,True,retained
1,11433,15304,primary,2010,2017,True,True,retained,True,True,retained
1,11618,10397,primary,2010,2017,True,True,retained,True,True,retained
1,11618,10721,primary,2010,2017,True,True,retained,True,True,retained
1,11618,10821,primary,2010,2017,True,True,retained,True,True,retained
1,11618,11278,primary,2010,2017,True,True,retained,True,True,retained
1,11618,11292,primary,2010,2017,True,True,retained,True,True,retained
1,11618,11298,primary,2010,2017,True,True,retained,True,True,retained
1,11618,11433,primary,2010,2017,True,True,retained,True,True,retained
1,11618,11697,primary,2010,2017,True,True,retained,True,True,retained
1,11618,12173,primary,2010,2017,True,True,retained,True,True,retained
1,11618,12266,primary,2010,2017,True,True,retained,True,True,retained
1,11618,12889,primary,2010,2017,True,True,retained,True,True,retained
1,11618,12892,primary,2010,2017,True,True,retained,True,True,retained
1,11618,13204,primary,2010,2017,True,True,retained,True,True,retained
1,11618,13232,primary,2010,2017,False,True,entered,False,True,entered
1,11618,13303,primary,2010,2017,True,True,retained,True,True,retained
1,11618,13487,primary,2010,2017,True,True,retained,True,True,retained
1,11618,13930,primary,2010,2017,True,True,retained,True,True,retained
1,11618,14100,primary,2010,2017,True,True,retained,True,False,exited
1,11618,14107,primary,2010,2017,True,True,retained,True,True,retained
1,11618,14635,primary,2010,2017,True,True,retained,True,True,retained
1,11618,14679,primary,2010,2017,True,True,retained,True,True,retained
1,11618,14747,primary,2010,2017,True,True,retained,True,True,retained
1,11618,14771,primary,2010,2017,True,True,retained,True,True,retained
1,11618,14869,primary,2010,2017,True,True,retained,True,True,retained
1,11618,15016,primary,2010,2017,True,True,retained,True,True,retained
1,11618,15304,primary,2010,2017,True,True,retained,True,True,retained
1,11697,10397,primary,2010,2017,True,True,retained,True,True,retained
1,11697,10721,primary,2010,2017,True,True,retained,True,True,retained
1,11697,10821,primary,2010,2017,True,True,retained,True,True,retained
1,11697,11278,primary,2010,2017,True,True,retained,True,True,retained
1,11697,11292,primary,2010,2017,True,True,retained,True,True,retained
1,11697,11298,primary,2010,2017,True,True,retained,True,True,retained
1,11697,11433,primary,2010,2017,True,True,retained,True,True,retained
1,11697,11618,primary,2010,2017,True,True,retained,True,True,retained
1,11697,12266,primary,2010,2017,True,True,retained,True,True,retained
1,11697,12478,primary,2010,2017,True,True,retained,True,True,retained
1,11697,12889,primary,2010,2017,True,True,retained,True,True,retained
1,11697,12892,primary,2010,2017,True,True,retained,True,True,retained
1,11697,12953,primary,2010,2017,True,True,retained,True,True,retained
1,11697,13204,primary,2010,2017,True,True,retained,True,True,retained
1,11697,13232,primary,2010,2017,True,True,retained,True,True,retained
1,11697,13487,primary,2010,2017,True,True,retained,True,True,retained
1,11697,13796,primary,2010,2017,True,True,retained,False,False,absent
1,11697,13930,primary,2010,2017,True,True,retained,True,True,retained
1,11697,14100,primary,2010,2017,True,True,retained,True,True,retained
1,11697,14107,primary,2010,2017,True,True,retained,True,True,retained
1,11697,14679,primary,2010,2017,True,True,retained,False,True,entered
1,11697,14747,primary,2010,2017,True,True,retained,False,True,entered
1,11697,14771,primary,2010,2017,True,True,retained,True,True,retained
1,11697,14869,primary,2010,2017,True,True,retained,True,False,exited
1,11697,15016,primary,2010,2017,True,True,retained,True,True,retained
1,11697,15304,primary,2010,2017,True,True,retained,True,True,retained
1,12173,10397,primary,2010,2017,True,True,retained,True,True,retained
1,12173,10721,primary,2010,2017,False,True,entered,False,False,absent
1,12173,11292,primary,2010,2017,True,True,retained,True,True,retained
1,12173,11298,primary,2010,2017,True,True,retained,True,True,retained
1,12173,11433,primary,2010,2017,True,True,retained,False,False,absent
1,12173,11618,primary,2010,2017,True,True,retained,True,True,retained
1,12173,12266,primary,2010,2017,True,True,retained,True,True,retained
1,12173,12478,primary,2010,2017,True,True,retained,False,True,entered
1,12173,12889,primary,2010,2017,True,True,retained,True,True,retained
1,12173,12892,primary,2010,2017,True,True,retained,True,True,retained
1,12173,13487,primary,2010,2017,True,True,retained,True,True,retained
1,12173,13796,primary,2010,2017,True,True,retained,True,True,retained
1,12173,13930,primary,2010,2017,True,True,retained,True,True,retained
1,12173,14107,primary,2010,2017,True,True,retained,True,True,retained
1,12173,14679,primary,2010,2017,True,True,retained,True,True,retained
1,12173,14747,primary,2010,2017,True,True,retained,True,True,retained
1,12173,14771,primary,2010,2017,True,True,retained,True,True,retained
1,12173,14869,primary,2010,2017,True,True,retained,True,True,retained
1,12266,10397,primary,2010,2017,True,True,retained,True,True,retained
1,12266,10721,primary,2010,2017,True,True,retained,True,True,retained
1,12266,10821,primary,2010,2017,True,True,retained,True,True,retained
1,12266,11278,primary,2010,2017,True,True,retained,True,True,retained
1,12266,11292,primary,2010,2017,True,True,retained,True,True,retained
1,12266,11298,primary,2010,2017,True,True,retained,True,True,retained
1,12266,11433,primary,2010,2017,True,True,retained,True,True,retained
1,12266,11618,primary,2010,2017,True,True,retained,True,True,retained
1,12266,11697,primary,2010,2017,True,True,retained,True,True,retained
1,12266,12173,primary,2010,2017,True,True,retained,True,True,retained
1,12266,12478,primary,2010,2017,True,True,retained,True,False,exited
1,12266,12889,primary,2010,2017,True,True,retained,True,True,retained
1,12266,12892,primary,2010,2017,True,True,retained,True,True,retained
1,12266,12953,primary,2010,2017,True,True,retained,True,True,retained
1,12266,13204,primary,2010,2017,True,True,retained,True,True,retained
1,12266,13303,primary,2010,2017,True,True,retained,True,True,retained
1,12266,13487,primary,2010,2017,True,True,retained,True,True,retained
1,12266,13930,primary,2010,2017,True,True,retained,True,True,retained
1,12266,14100,primary,2010,2017,True,True,retained,True,True,retained
1,12266,14107,primary,2010,2017,True,True,retained,True,True,retained
1,12266,14635,primary,2010,2017,True,True,retained,True,True,retained
1,12266,14679,primary,2010,2017,True,True,retained,True,True,retained
1,12266,14747,primary,2010,2017,True,True,retained,True,True,retained
1,12266,14771,primary,2010,2017,True,True,retained,True,True,retained
1,12266,14869,primary,2010,2017,True,True,retained,True,True,retained
1,12266,15016,primary,2010,2017,True,True,retained,True,True,retained
1,12266,15304,primary,2010,2017,True,True,retained,True,True,retained
1,12478,10397,primary,2010,2017,True,True,retained,True,True,retained
1,12478,10721,primary,2010,2017,True,True,retained,True,True,retained
1,12478,10821,primary,2010,2017,True,True,retained,True,False,exited
1,12478,11278,primary,2010,2017,True,True,retained,True,True,retained
1,12478,11292,primary,2010,2017,True,True,retained,True,True,retained
1,12478,11298,primary,2010,2017,True,True,retained,True,True,retained
1,12478,11433,primary,2010,2017,True,True,retained,True,True,retained
1,12478,11697,primary,2010,2017,True,True,retained,True,True,retained
1,12478,12173,primary,2010,2017,False,True,entered,False,True,entered
1,12478,12266,primary,2010,2017,True,False,exited,True,False,exited
1,12478,12889,primary,2010,2017,True,True,retained,True,True,retained
1,12478,12892,primary,2010,2017,True,True,retained,True,True,retained
1,12478,13204,primary,2010,2017,True,True,retained,True,True,retained
1,12478,13303,primary,2010,2017,True,True,retained,True,True,retained
1,12478,13487,primary,2010,2017,True,True,retained,True,True,retained
1,12478,13796,primary,2010,2017,True,True,retained,True,True,retained
1,12478,13930,primary,2010,2017,True,True,retained,True,True,retained
1,12478,14100,primary,2010,2017,True,True,retained,True,False,exited
1,12478,14107,primary,2010,2017,True,True,retained,True,True,retained
1,12478,14635,primary,2010,2017,True,True,retained,True,True,retained
1,12478,14679,primary,2010,2017,True,True,retained,True,True,retained
1,12478,14747,primary,2010,2017,True,True,retained,True,True,retained
1,12478,14771,primary,2010,2017,True,True,retained,True,True,retained
1,12478,14869,primary,2010,2017,True,True,retained,True,True,retained
1,12478,15016,primary,2010,2017,True,False,exited,True,False,exited
1,12478,15304,primary,2010,2017,True,True,retained,True,True,retained
1,12889,10397,primary,2010,2017,True,True,retained,True,True,retained
1,12889,10721,primary,2010,2017,True,True,retained,True,True,retained
1,12889,10821,primary,2010,2017,True,True,retained,True,True,retained
1,12889,11278,primary,2010,2017,True,True,retained,True,True,retained
1,12889,11292,primary,2010,2017,True,True,retained,True,True,retained
1,12889,11298,primary,2010,2017,True,True,retained,True,True,retained
1,12889,11433,primary,2010,2017,True,True,retained,True,True,retained
1,12889,11618,primary,2010,2017,True,True,retained,True,True,retained
1,12889,11697,primary,2010,2017,True,True,retained,True,True,retained
1,12889,12173,primary,2010,2017,True,True,retained,True,True,retained
1,12889,12266,primary,2010,2017,True,True,retained,True,True,retained
1,12889,12478,primary,2010,2017,True,True,retained,True,True,retained
1,12889,12892,primary,2010,2017,True,True,retained,True,True,retained
1,12889,12953,primary,2010,2017,True,True,retained,False,False,absent
1,12889,13204,primary,2010,2017,True,True,retained,True,True,retained
1,12889,13232,primary,2010,2017,True,True,retained,True,True,retained
1,12889,13303,primary,2010,2017,True,True,retained,True,True,retained
1,12889,13487,primary,2010,2017,True,True,retained,True,True,retained
1,12889,13796,primary,2010,2017,True,True,retained,True,True,retained
1,12889,13930,primary,2010,2017,True,True,retained,True,True,retained
1,12889,14100,primary,2010,2017,True,True,retained,True,True,retained
1,12889,14107,primary,2010,2017,True,True,retained,True,True,retained
1,12889,14635,primary,2010,2017,True,True,retained,False,False,absent
1,12889,14679,primary,2010,2017,True,True,retained,True,True,retained
1,12889,14747,primary,2010,2017,True,True,retained,True,True,retained
1,12889,14771,primary,2010,2017,True,True,retained,True,True,retained
1,12889,14869,primary,2010,2017,True,True,retained,True,True,retained
1,12889,15016,primary,2010,2017,True,True,retained,True,True,retained
1,12889,15304,primary,2010,2017,True,True,retained,True,True,retained
1,12892,10397,primary,2010,2017,True,True,retained,True,True,retained
1,12892,10721,primary,2010,2017,True,True,retained,True,True,retained
1,12892,10821,primary,2010,2017,True,True,retained,True,True,retained
1,12892,11278,primary,2010,2017,True,True,retained,True,True,retained
1,12892,11292,primary,2010,2017,True,True,retained,True,True,retained
1,12892,11298,primary,2010,2017,True,True,retained,True,True,retained
1,12892,11433,primary,2010,2017,True,True,retained,True,True,retained
1,12892,11618,primary,2010,2017,True,True,retained,True,True,retained
1,12892,11697,primary,2010,2017,True,True,retained,True,True,retained
1,12892,12173,primary,2010,2017,True,True,retained,True,True,retained
1,12892,12266,primary,2010,2017,True,True,retained,True,True,retained
1,12892,12478,primary,2010,2017,True,True,retained,True,True,retained
1,12892,12889,primary,2010,2017,True,True,retained,True,True,retained
1,12892,12953,primary,2010,2017,True,True,retained,False,False,absent
1,12892,13204,primary,2010,2017,True,True,retained,True,True,retained
1,12892,13232,primary,2010,2017,True,True,retained,True,True,retained
1,12892,13303,primary,2010,2017,True,True,retained,True,True,retained
1,12892,13487,primary,2010,2017,True,True,retained,True,True,retained
1,12892,13796,primary,2010,2017,True,True,retained,True,True,retained
1,12892,13930,primary,2010,2017,True,True,retained,True,True,retained
1,12892,14100,primary,2010,2017,True,True,retained,True,True,retained
1,12892,14107,primary,2010,2017,True,True,retained,True,True,retained
1,12892,14635,primary,2010,2017,True,False,exited,False,False,absent
1,12892,14679,primary,2010,2017,True,True,retained,True,True,retained
1,12892,14747,primary,2010,2017,True,True,retained,True,True,retained
1,12892,14771,primary,2010,2017,True,True,retained,True,True,retained
1,12892,14869,primary,2010,2017,True,True,retained,True,True,retained
1,12892,15016,primary,2010,2017,True,True,retained,True,True,retained
1,12892,15304,primary,2010,2017,True,True,retained,True,True,retained
1,12953,10397,primary,2010,2017,True,True,retained,True,True,retained
1,12953,10721,primary,2010,2017,True,True,retained,True,True,retained
1,12953,10821,primary,2010,2017,True,False,exited,True,False,exited
1,12953,11278,primary,2010,2017,True,True,retained,True,True,retained
1,12953,11292,primary,2010,2017,True,True,retained,True,True,retained
1,12953,11298,primary,2010,2017,True,True,retained,True,True,retained
1,12953,11433,primary,2010,2017,True,True,retained,True,True,retained
1,12953,11697,primary,2010,2017,True,True,retained,True,True,retained
1,12953,12266,primary,2010,2017,True,True,retained,True,True,retained
1,12953,12889,primary,2010,2017,True,True,retained,False,False,absent
1,12953,12892,primary,2010,2017,True,True,retained,False,False,absent
1,12953,13204,primary,2010,2017,True,True,retained,True,True,retained
1,12953,13232,primary,2010,2017,True,True,retained,True,True,retained
1,12953,13303,primary,2010,2017,True,True,retained,True,True,retained
1,12953,13487,primary,2010,2017,True,True,retained,True,True,retained
1,12953,13930,primary,2010,2017,True,True,retained,True,True,retained
1,12953,14100,primary,2010,2017,True,True,retained,True,True,retained
1,12953,14107,primary,2010,2017,True,True,retained,False,False,absent
1,12953,14635,primary,2010,2017,True,True,retained,True,True,retained
1,12953,14679,primary,2010,2017,True,True,retained,False,False,absent
1,12953,14747,primary,2010,2017,True,True,retained,False,False,absent
1,12953,14771,primary,2010,2017,True,True,retained,False,False,absent
1,12953,14869,primary,2010,2017,True,False,exited,True,False,exited
1,12953,15016,primary,2010,2017,True,True,retained,True,True,retained
1,12953,15304,primary,2010,2017,True,True,retained,True,True,retained
1,13204,10397,primary,2010,2017,True,True,retained,True,True,retained
1,13204,10721,primary,2010,2017,True,True,retained,True,True,retained
1,13204,10821,primary,2010,2017,True,True,retained,True,True,retained
1,13204,11278,primary,2010,2017,True,True,retained,True,True,retained
1,13204,11292,primary,2010,2017,True,True,retained,True,True,retained
1,13204,11298,primary,2010,2017,True,True,retained,True,True,retained
1,13204,11433,primary,2010,2017,True,True,retained,True,True,retained
1,13204,11618,primary,2010,2017,True,True,retained,True,True,retained
1,13204,11697,primary,2010,2017,True,True,retained,True,True,retained
1,13204,12266,primary,2010,2017,True,True,retained,True,True,retained
1,13204,12478,primary,2010,2017,True,True,retained,True,True,retained
1,13204,12889,primary,2010,2017,True,True,retained,True,True,retained
1,13204,12892,primary,2010,2017,True,True,retained,True,True,retained
1,13204,12953,primary,2010,2017,True,True,retained,True,True,retained
1,13204,13232,primary,2010,2017,True,True,retained,True,True,retained
1,13204,13303,primary,2010,2017,True,True,retained,True,True,retained
1,13204,13487,primary,2010,2017,True,True,retained,True,True,retained
1,13204,13796,primary,2010,2017,True,True,retained,False,False,absent
1,13204,13930,primary,2010,2017,True,True,retained,True,True,retained
1,13204,14100,primary,2010,2017,True,True,retained,True,True,retained
1,13204,14107,primary,2010,2017,True,True,retained,True,True,retained
1,13204,14635,primary,2010,2017,True,True,retained,True,False,exited
1,13204,14679,primary,2010,2017,True,True,retained,False,True,entered
1,13204,14747,primary,2010,2017,True,True,retained,True,True,retained
1,13204,14771,primary,2010,2017,True,True,retained,True,True,retained
1,13204,14869,primary,2010,2017,True,True,retained,True,True,retained
1,13204,15016,primary,2010,2017,True,True,retained,True,True,retained
1,13232,10397,primary,2010,2017,True,True,retained,True,True,retained
1,13232,10721,primary,2010,2017,True,True,retained,True,True,retained
1,13232,10821,primary,2010,2017,True,True,retained,True,True,retained
1,13232,11278,primary,2010,2017,False,True,entered,False,True,entered
1,13232,11292,primary,2010,2017,True,True,retained,True,True,retained
1,13232,11433,primary,2010,2017,True,True,retained,True,True,retained
1,13232,11618,primary,2010,2017,False,True,entered,False,True,entered
1,13232,11697,primary,2010,2017,True,True,retained,True,True,retained
1,13232,12889,primary,2010,2017,True,True,retained,True,True,retained
1,13232,12892,primary,2010,2017,True,True,retained,True,True,retained
1,13232,12953,primary,2010,2017,True,True,retained,True,True,retained
1,13232,13204,primary,2010,2017,True,True,retained,True,True,retained
1,13232,13487,primary,2010,2017,True,True,retained,True,True,retained
1,13232,13796,primary,2010,2017,True,True,retained,True,True,retained
1,13232,14100,primary,2010,2017,True,True,retained,True,True,retained
1,13232,14107,primary,2010,2017,True,True,retained,True,True,retained
1,13232,14635,primary,2010,2017,True,True,retained,True,True,retained
1,13232,14679,primary,2010,2017,True,True,retained,True,True,retained
