Year,Quarter,Origin,Dest,RPCarrier,passengers,records,fare_mean,fare_variance,sample
2024,2,DEN,ATL,WN,2446.0,1276,181.79354456255112,7886.472094999437,broad_fare_bounds
2024,2,DEN,JFK,DL,2695.0,872,225.88035621521337,13909.565040912072,broad_fare_bounds
2024,2,DEN,LAX,DL,1924.0,658,180.80983367983367,9704.525930949472,broad_fare_bounds
2024,2,DEN,LAX,UA,4705.0,1354,204.21633793836344,12366.825406036696,broad_fare_bounds
2024,2,DEN,LAX,WN,3394.0,1327,156.48281673541544,6336.620531488508,broad_fare_bounds
2024,2,DEN,SEA,DL,2134.0,643,169.79271321462045,6801.546198027405,broad_fare_bounds
2024,2,DEN,SEA,UA,2538.0,1014,214.48383766745468,8387.892849023294,broad_fare_bounds
2024,2,DEN,SEA,WN,1574.0,794,182.32897712833545,5983.28383434128,broad_fare_bounds
2024,2,DFW,ATL,AA,4159.0,1383,232.53261360904065,12714.103967706193,broad_fare_bounds
2024,2,DFW,ATL,DL,4590.0,1737,260.16604357298473,15562.44041476064,broad_fare_bounds
2024,2,DFW,JFK,AA,1470.0,698,244.09642857142856,22233.562466904776,broad_fare_bounds
2024,2,DFW,JFK,DL,860.0,571,285.62697674418604,24472.20920806924,broad_fare_bounds
2024,2,DFW,LAX,AA,7355.0,1902,295.28805030591434,34004.07790632786,broad_fare_bounds
2024,2,DFW,LAX,DL,1168.0,620,271.9971660958904,30090.573453527206,broad_fare_bounds
2024,2,DFW,SEA,AA,4293.0,1433,306.9866177498253,23374.971227227972,broad_fare_bounds
2024,2,ORD,ATL,AA,925.0,400,165.0870918918919,8913.060695434793,broad_fare_bounds
2024,2,ORD,ATL,DL,5761.0,1708,224.53469710119768,13298.698304651363,broad_fare_bounds
2024,2,ORD,ATL,UA,3098.0,1103,202.3949515816656,8473.486413054467,broad_fare_bounds
2024,2,ORD,JFK,AA,1360.0,624,180.35522794117645,7270.789494065695,broad_fare_bounds
2024,2,ORD,JFK,DL,187.0,164,245.43326203208554,10414.229238022264,broad_fare_bounds
2024,2,ORD,LAX,AA,6487.0,1748,261.75171419762603,34507.91190367474,broad_fare_bounds
2024,2,ORD,LAX,UA,9426.0,2482,271.90704116274134,30726.71263184576,broad_fare_bounds
2024,2,ORD,SEA,AA,813.0,464,262.7718819188192,20557.307281698217,broad_fare_bounds
2024,2,ORD,SEA,DL,2124.0,858,232.02003766478342,14479.807449904416,broad_fare_bounds
2024,2,ORD,SEA,UA,2590.0,1181,263.6945637065637,16074.854167126236,broad_fare_bounds
2024,3,DEN,ATL,DL,4451.0,1172,267.4529791058189,20908.32863619346,primary
2024,3,DEN,ATL,UA,1501.0,829,232.9670219853431,19310.411623842956,primary
2024,3,DEN,ATL,WN,2752.0,1220,184.41820494186047,9491.191954917304,primary
2024,3,DEN,JFK,DL,2325.0,726,244.45513978494623,20063.328588937446,primary
2024,3,DEN,LAX,DL,1791.0,663,181.0634338358459,11946.500299375723,primary
2024,3,DEN,LAX,UA,4764.0,1411,199.25712216624686,14929.293226709677,primary
2024,3,DEN,LAX,WN,3421.0,1489,155.2257263957907,7340.478942975711,primary
2024,3,DEN,SEA,DL,1724.0,600,178.25969257540604,6620.707623745395,primary
2024,3,DEN,SEA,UA,2981.0,1073,217.40025159342503,9478.668844317777,primary
2024,3,DEN,SEA,WN,2189.0,1010,183.36242576518958,6415.980193887248,primary
2024,3,DFW,ATL,AA,4057.0,1158,210.46829677101306,11837.221295817275,primary
2024,3,DFW,ATL,DL,4341.0,1582,234.44500345542502,12851.240956582573,primary
2024,3,DFW,JFK,AA,1321.0,638,231.6324753974262,24865.45229735462,primary
2024,3,DFW,JFK,DL,829.0,495,225.22785283474064,16558.838413001264,primary
2024,3,DFW,LAX,AA,7146.0,1607,257.77851945144135,30606.81536313123,primary
2024,3,DFW,LAX,DL,1272.0,614,228.96723270440253,19699.856982908103,primary
2024,3,DFW,SEA,AA,4028.0,1250,264.6398510427011,20525.0009985379,primary
2024,3,DFW,SEA,DL,1036.0,516,218.63832046332044,12136.175294862565,primary
2024,3,ORD,ATL,AA,1701.0,599,161.70697824808937,7892.790095395758,primary
2024,3,ORD,ATL,DL,5093.0,1526,231.4801197722364,12064.672491032194,primary
2024,3,ORD,ATL,UA,3149.0,1129,195.51035884407747,9625.818942297396,primary
2024,3,ORD,JFK,AA,1762.0,698,156.4550170261067,7520.3855049089,primary
2024,3,ORD,JFK,DL,188.0,159,203.51404255319147,7134.391835785427,primary
2024,3,ORD,LAX,AA,7099.0,1780,253.15418087054516,31611.641111158147,primary
2024,3,ORD,LAX,UA,8842.0,2510,270.51821646686267,33753.05344704521,primary
2024,3,ORD,LAX,WN,35.0,30,246.12314285714285,9199.338804408166,primary
2024,3,ORD,SEA,AA,1124.0,529,246.8059252669039,14304.326307595846,primary
2024,3,ORD,SEA,DL,2422.0,850,219.16849710982657,11927.945770986575,primary
2024,3,ORD,SEA,UA,3366.0,1330,243.4746019013666,15848.82629667753,primary
2024,3,DEN,ATL,DL,4593.0,1184,259.6456063575005,22172.56610767175,broad_fare_bounds
2024,3,DEN,ATL,UA,1502.0,830,232.81924101198402,19330.33582139464,broad_fare_bounds
2024,3,DEN,ATL,WN,2755.0,1223,184.2293502722323,9513.576528615973,broad_fare_bounds
2024,3,DEN,JFK,DL,2354.0,736,241.62806711979607,20456.92466351123,broad_fare_bounds
2024,3,DEN,LAX,DL,1808.0,669,179.50378871681414,12090.447225966425,broad_fare_bounds
2024,3,DEN,LAX,UA,4766.0,1412,199.17812211498114,14937.894392675807,broad_fare_bounds
2024,3,DEN,LAX,WN,3422.0,1490,155.1836616014027,7344.387136475783,broad_fare_bounds
2024,3,DEN,SEA,DL,1741.0,604,176.66554279149915,6813.778793344089,broad_fare_bounds
2024,3,DEN,SEA,UA,2982.0,1074,217.33103621730382,9489.771496545305,broad_fare_bounds
2024,3,DEN,SEA,WN,2189.0,1010,183.36242576518958,6415.980193887248,broad_fare_bounds
2024,3,DFW,ATL,AA,4061.0,1161,210.27108593942378,11865.008389980547,broad_fare_bounds
2024,3,DFW,ATL,DL,4391.0,1590,231.9458915964473,13247.148847479919,broad_fare_bounds
2024,3,DFW,JFK,AA,1326.0,641,230.7993966817496,24955.058678369038,broad_fare_bounds
2024,3,DFW,JFK,DL,835.0,498,223.7214371257485,16753.405041766993,broad_fare_bounds
2024,3,DFW,LAX,AA,7149.0,1610,257.6748216533781,30619.58584139007,broad_fare_bounds
2024,3,DFW,LAX,DL,1286.0,619,226.63851477449455,19978.111551215574,broad_fare_bounds
2024,3,DFW,SEA,AA,4031.0,1253,264.4505879434384,20557.820816449137,broad_fare_bounds
2024,3,DFW,SEA,DL,1053.0,519,215.35244064577398,12598.229858905543,broad_fare_bounds
2024,3,ORD,ATL,AA,1703.0,601,161.5294010569583,7910.340487956011,broad_fare_bounds
2024,3,ORD,ATL,DL,5177.0,1537,227.9673594745992,12617.07386953912,broad_fare_bounds
2024,3,ORD,ATL,UA,3149.0,1129,195.51035884407747,9625.818942297396,broad_fare_bounds
2024,3,ORD,JFK,AA,1763.0,699,156.37194554736246,7528.279163599982,broad_fare_bounds
2024,3,ORD,JFK,DL,189.0,160,202.5169841269841,7283.539325825157,broad_fare_bounds
2024,3,ORD,LAX,AA,7108.0,1786,252.84686691052335,31646.1090775079,broad_fare_bounds
2024,3,ORD,LAX,UA,8847.0,2513,270.37188538487624,33771.844642698285,broad_fare_bounds
2024,3,ORD,LAX,WN,35.0,30,246.12314285714285,9199.338804408166,broad_fare_bounds
2024,3,ORD,SEA,AA,1126.0,531,246.38619893428063,14377.927071697552,broad_fare_bounds
2024,3,ORD,SEA,DL,2449.0,857,216.9175581870151,12250.945355654541,broad_fare_bounds
2024,3,ORD,SEA,UA,3368.0,1332,243.3362559382423,15871.626984170827,broad_fare_bounds
2024,4,DEN,ATL,DL,4151.0,1163,282.39105516742956,21734.78560765559,primary
2024,4,DEN,ATL,UA,1509.0,890,251.77313452617625,15535.452115489526,primary
2024,4,DEN,ATL,WN,2300.0,1190,204.04562608695653,10311.061030260185,primary
2024,4,DEN,JFK,DL,2322.0,741,239.68722652885444,15941.521410998648,primary
2024,4,DEN,LAX,DL,1769.0,708,183.61384397964952,10235.008724059313,primary
2024,4,DEN,LAX,UA,4868.0,1506,209.62906532456861,13106.46364072457,primary
2024,4,DEN,LAX,WN,3121.0,1469,168.38190323614228,7097.557382151474,primary
2024,4,DEN,SEA,DL,1255.0,598,183.46246215139445,7881.962969156921,primary
2024,4,DEN,SEA,UA,2455.0,1082,210.41695723014257,9263.076470945212,primary
2024,4,DEN,SEA,WN,1569.0,831,164.45736137667305,7070.681314388843,primary
2024,4,DFW,ATL,AA,4452.0,1281,222.32555256064688,15309.242509780037,primary
2024,4,DFW,ATL,DL,4641.0,1716,250.36114630467574,15515.98527797922,primary
2024,4,DFW,JFK,AA,1535.0,899,269.7702280130293,26480.246582293315,primary
2024,4,DFW,JFK,DL,826.0,573,282.6517554479419,27230.160569678672,primary
2024,4,DFW,LAX,AA,7779.0,1775,278.5536649955007,37084.904464919804,primary
2024,4,DFW,LAX,DL,1210.0,634,268.73205785123963,27111.96783865783,primary
2024,4,DFW,SEA,AA,3493.0,1099,229.69725164614945,16993.916573723393,primary
2024,4,DFW,SEA,DL,980.0,505,227.6440306122449,15882.888313039883,primary
2024,4,ORD,ATL,AA,1083.0,541,173.3747922437673,9476.238854135045,primary
2024,4,ORD,ATL,DL,4982.0,1586,238.97316940987557,12735.451196277594,primary
2024,4,ORD,ATL,UA,3104.0,1170,208.73773840206184,10243.031283416109,primary
2024,4,ORD,JFK,AA,1838.0,819,169.75951033732318,10378.958735668824,primary
2024,4,ORD,JFK,DL,203.0,189,250.49945812807883,12445.890641578291,primary
2024,4,ORD,LAX,AA,6343.0,1864,267.6348021440959,35191.35416502073,primary
2024,4,ORD,LAX,UA,8529.0,2592,297.0225724000469,38579.651013901006,primary
2024,4,ORD,SEA,AA,896.0,460,228.18035714285716,19477.318586033158,primary
2024,4,ORD,SEA,DL,2078.0,898,227.15406641000965,16874.690817487404,primary
2024,4,ORD,SEA,UA,2288.0,1217,258.9186451048951,22650.113432429993,primary
2024,4,DEN,ATL,DL,4272.0,1175,274.8172612359551,23087.031245167702,broad_fare_bounds
2024,4,DEN,ATL,UA,1510.0,891,251.61566887417217,15562.580042830756,broad_fare_bounds
2024,4,DEN,ATL,WN,2300.0,1190,204.04562608695653,10311.061030260185,broad_fare_bounds
2024,4,DEN,JFK,DL,2343.0,748,237.67538198890313,16246.187754431536,broad_fare_bounds
2024,4,DEN,LAX,DL,1796.0,715,181.08107461024497,10501.445185426513,broad_fare_bounds
2024,4,DEN,LAX,UA,4869.0,1507,209.58898952556993,13111.590169486233,broad_fare_bounds
2024,4,DEN,LAX,WN,3123.0,1471,168.28047390329812,7109.066319275895,broad_fare_bounds
2024,4,DEN,SEA,DL,1267.0,606,181.86692186266774,8073.554282869183,broad_fare_bounds
2024,4,DEN,SEA,UA,2455.0,1082,210.41695723014257,9263.076470945212,broad_fare_bounds
2024,4,DEN,SEA,WN,1569.0,831,164.45736137667305,7070.681314388843,broad_fare_bounds
2024,4,DFW,ATL,AA,4464.0,1285,221.7568010752688,15388.099567634265,broad_fare_bounds
2024,4,DFW,ATL,DL,4718.0,1732,246.5206506994489,16151.752347541835,broad_fare_bounds
2024,4,DFW,JFK,AA,1537.0,901,269.4328562134027,26533.146496526504,broad_fare_bounds
2024,4,DFW,JFK,DL,834.0,577,280.08436450839326,27649.531975195685,broad_fare_bounds
2024,4,DFW,LAX,AA,7788.0,1778,278.24408834103747,37124.88423772821,broad_fare_bounds
2024,4,DFW,LAX,DL,1226.0,637,265.4207096247961,27587.37135112776,broad_fare_bounds
2024,4,DFW,SEA,AA,3494.0,1100,229.63437321121924,17002.863096788024,broad_fare_bounds
2024,4,DFW,SEA,DL,986.0,509,226.35450304259635,16057.858119479206,broad_fare_bounds
2024,4,ORD,ATL,AA,1084.0,542,173.225,9491.796983118078,broad_fare_bounds
2024,4,ORD,ATL,DL,5076.0,1602,234.823329393223,13412.343291712634,broad_fare_bounds
2024,4,ORD,ATL,UA,3104.0,1170,208.73773840206184,10243.031283416109,broad_fare_bounds
2024,4,ORD,JFK,AA,1841.0,821,169.4997175448126,10403.39635374966,broad_fare_bounds
2024,4,ORD,JFK,DL,208.0,192,244.8562019230769,13439.715169709234,broad_fare_bounds
2024,4,ORD,LAX,AA,6353.0,1867,267.23021407209194,35239.79078100249,broad_fare_bounds
2024,4,ORD,LAX,UA,8536.0,2596,296.78948219306466,38614.21401088465,broad_fare_bounds
2024,4,ORD,SEA,AA,896.0,460,228.18035714285716,19477.318586033158,broad_fare_bounds
2024,4,ORD,SEA,DL,2097.0,904,225.2318311874106,17125.91165396673,broad_fare_bounds
2024,4,ORD,SEA,UA,2288.0,1217,258.9186451048951,22650.113432429993,broad_fare_bounds
