Year,Quarter,Origin,Dest,RPCarrier,passengers,records,fare_mean,fare_variance,sample,t100_passengers,seats,departures,scheduled_departures,load_factor,scheduled_minus_performed,performed_scheduled_ratio,Origin_risk,Origin_fixed,Dest_risk,Dest_fixed,risk,fixed_risk,route,route_carrier,route_carrier_season,period,pair
2023,1,LAX,ATL,AA,1205.0,677,318.41437344398344,38493.28239240822,primary,209863.0,240086.0,1208.0,1214.0,0.8741159417875262,6.0,0.9950576606260296,0.033210332103321034,0.033210332103321034,0.18081180811808117,0.18081180811808117,0.1070110701107011,0.1070110701107011,LAX-ATL,LAX-ATL_AA,LAX-ATL_AA_Q1,2023Q1,ATL-LAX
2023,1,LAX,ATL,DL,5342.0,1694,495.01248783227254,96857.39305373208,primary,209863.0,240086.0,1208.0,1214.0,0.8741159417875262,6.0,0.9950576606260296,0.033210332103321034,0.033210332103321034,0.18081180811808117,0.18081180811808117,0.1070110701107011,0.1070110701107011,LAX-ATL,LAX-ATL_DL,LAX-ATL_DL_Q1,2023Q1,ATL-LAX
2023,1,LAX,ATL,WN,81.0,75,269.7588888888889,13654.820496296292,primary,209863.0,240086.0,1208.0,1214.0,0.8741159417875262,6.0,0.9950576606260296,0.033210332103321034,0.033210332103321034,0.18081180811808117,0.18081180811808117,0.1070110701107011,0.1070110701107011,LAX-ATL,LAX-ATL_WN,LAX-ATL_WN_Q1,2023Q1,ATL-LAX
2023,1,LAX,DEN,DL,1776.0,567,165.03497184684684,8633.871156755962,primary,220953.0,285045.0,1761.0,1786.0,0.7751512919012787,25.0,0.9860022396416573,0.033210332103321034,0.033210332103321034,0.014760147601476014,0.014760147601476014,0.023985239852398525,0.023985239852398525,LAX-DEN,LAX-DEN_DL,LAX-DEN_DL_Q1,2023Q1,DEN-LAX
2023,1,LAX,DEN,UA,4419.0,1294,178.48033039149126,11126.977602832692,primary,220953.0,285045.0,1761.0,1786.0,0.7751512919012787,25.0,0.9860022396416573,0.033210332103321034,0.033210332103321034,0.014760147601476014,0.014760147601476014,0.023985239852398525,0.023985239852398525,LAX-DEN,LAX-DEN_UA,LAX-DEN_UA_Q1,2023Q1,DEN-LAX
2023,1,LAX,DEN,WN,2796.0,902,140.19371602288984,4998.47249280777,primary,220953.0,285045.0,1761.0,1786.0,0.7751512919012787,25.0,0.9860022396416573,0.033210332103321034,0.033210332103321034,0.014760147601476014,0.014760147601476014,0.023985239852398525,0.023985239852398525,LAX-DEN,LAX-DEN_WN,LAX-DEN_WN_Q1,2023Q1,DEN-LAX
2023,1,LAX,DFW,AA,6250.0,1657,309.2290128,32624.89875318542,primary,237090.0,288880.0,1508.0,1543.0,0.8207214068125173,35.0,0.9773169151004537,0.033210332103321034,0.033210332103321034,0.1070110701107011,0.1070110701107011,0.07011070110701106,0.07011070110701106,LAX-DFW,LAX-DFW_AA,LAX-DFW_AA_Q1,2023Q1,DFW-LAX
2023,1,LAX,DFW,DL,1163.0,541,272.55836629406707,32091.121066290594,primary,237090.0,288880.0,1508.0,1543.0,0.8207214068125173,35.0,0.9773169151004537,0.033210332103321034,0.033210332103321034,0.1070110701107011,0.1070110701107011,0.07011070110701106,0.07011070110701106,LAX-DFW,LAX-DFW_DL,LAX-DFW_DL_Q1,2023Q1,DFW-LAX
2023,1,LAX,JFK,AA,4384.0,1879,490.59387545620433,174515.6652355968,primary,312304.0,380773.0,2396.0,2397.0,0.8201842042371702,1.0,0.9995828118481435,0.033210332103321034,0.033210332103321034,0.12177121771217712,0.12177121771217712,0.07749077490774908,0.07749077490774908,LAX-JFK,LAX-JFK_AA,LAX-JFK_AA_Q1,2023Q1,JFK-LAX
2023,1,LAX,JFK,DL,9445.0,2277,432.5029327686607,157036.14348711082,primary,312304.0,380773.0,2396.0,2397.0,0.8201842042371702,1.0,0.9995828118481435,0.033210332103321034,0.033210332103321034,0.12177121771217712,0.12177121771217712,0.07749077490774908,0.07749077490774908,LAX-JFK,LAX-JFK_DL,LAX-JFK_DL_Q1,2023Q1,JFK-LAX
2023,1,LAX,ORD,AA,5420.0,1398,259.15011992619924,27566.404333288214,primary,272658.0,324834.0,1555.0,1561.0,0.8393764199560391,6.0,0.9961563100576554,0.033210332103321034,0.033210332103321034,0.08118081180811808,0.08118081180811808,0.05719557195571956,0.05719557195571956,LAX-ORD,LAX-ORD_AA,LAX-ORD_AA_Q1,2023Q1,LAX-ORD
2023,1,LAX,ORD,UA,7035.0,1985,260.09820469083155,29280.908943088158,primary,272658.0,324834.0,1555.0,1561.0,0.8393764199560391,6.0,0.9961563100576554,0.033210332103321034,0.033210332103321034,0.08118081180811808,0.08118081180811808,0.05719557195571956,0.05719557195571956,LAX-ORD,LAX-ORD_UA,LAX-ORD_UA_Q1,2023Q1,LAX-ORD
2023,1,LAX,SEA,DL,3552.0,809,211.7604222972973,16364.73499402211,primary,202298.0,268333.0,1654.0,1700.0,0.7539065265919584,46.0,0.9729411764705882,0.033210332103321034,0.033210332103321034,0.2066420664206642,0.2066420664206642,0.11992619926199262,0.11992619926199262,LAX-SEA,LAX-SEA_DL,LAX-SEA_DL_Q1,2023Q1,LAX-SEA
2023,1,LAX,SEA,UA,1047.0,422,193.78765042979944,7285.489341757457,primary,202298.0,268333.0,1654.0,1700.0,0.7539065265919584,46.0,0.9729411764705882,0.033210332103321034,0.033210332103321034,0.2066420664206642,0.2066420664206642,0.11992619926199262,0.11992619926199262,LAX-SEA,LAX-SEA_UA,LAX-SEA_UA_Q1,2023Q1,LAX-SEA
2023,1,LAX,SEA,WN,121.0,89,130.8774380165289,3587.9214372378956,primary,202298.0,268333.0,1654.0,1700.0,0.7539065265919584,46.0,0.9729411764705882,0.033210332103321034,0.033210332103321034,0.2066420664206642,0.2066420664206642,0.11992619926199262,0.11992619926199262,LAX-SEA,LAX-SEA_WN,LAX-SEA_WN_Q1,2023Q1,LAX-SEA
2023,1,ORD,ATL,AA,828.0,393,167.24952898550723,8124.06943709699,primary,194058.0,250426.0,1524.0,1537.0,0.7749115507175772,13.0,0.9915419648666233,0.08118081180811808,0.08118081180811808,0.18081180811808117,0.18081180811808117,0.13099630996309963,0.13099630996309963,ORD-ATL,ORD-ATL_AA,ORD-ATL_AA_Q1,2023Q1,ATL-ORD
2023,1,ORD,ATL,DL,3669.0,1186,206.55359498500954,12190.143168133596,primary,194058.0,250426.0,1524.0,1537.0,0.7749115507175772,13.0,0.9915419648666233,0.08118081180811808,0.08118081180811808,0.18081180811808117,0.18081180811808117,0.13099630996309963,0.13099630996309963,ORD-ATL,ORD-ATL_DL,ORD-ATL_DL_Q1,2023Q1,ATL-ORD
2023,1,ORD,ATL,UA,2075.0,795,186.48255903614458,6914.732211716393,primary,194058.0,250426.0,1524.0,1537.0,0.7749115507175772,13.0,0.9915419648666233,0.08118081180811808,0.08118081180811808,0.18081180811808117,0.18081180811808117,0.13099630996309963,0.13099630996309963,ORD-ATL,ORD-ATL_UA,ORD-ATL_UA_Q1,2023Q1,ATL-ORD
2023,1,ORD,DEN,AA,1490.0,500,194.91091946308725,8655.721104053919,primary,228872.0,300837.0,1477.0,1503.0,0.7607840790860166,26.0,0.9827012641383899,0.08118081180811808,0.08118081180811808,0.014760147601476014,0.014760147601476014,0.047970479704797044,0.047970479704797044,ORD-DEN,ORD-DEN_AA,ORD-DEN_AA_Q1,2023Q1,DEN-ORD
2023,1,ORD,DEN,UA,6296.0,1468,186.2509466327827,10229.392066861197,primary,228872.0,300837.0,1477.0,1503.0,0.7607840790860166,26.0,0.9827012641383899,0.08118081180811808,0.08118081180811808,0.014760147601476014,0.014760147601476014,0.047970479704797044,0.047970479704797044,ORD-DEN,ORD-DEN_UA,ORD-DEN_UA_Q1,2023Q1,DEN-ORD
2023,1,ORD,DEN,WN,1851.0,669,160.134981091302,3976.7489231087748,primary,228872.0,300837.0,1477.0,1503.0,0.7607840790860166,26.0,0.9827012641383899,0.08118081180811808,0.08118081180811808,0.014760147601476014,0.014760147601476014,0.047970479704797044,0.047970479704797044,ORD-DEN,ORD-DEN_WN,ORD-DEN_WN_Q1,2023Q1,DEN-ORD
2023,1,ORD,DFW,AA,4845.0,1365,271.45366357069145,13338.162542470905,primary,182586.0,219498.0,1253.0,1282.0,0.8318344586283246,29.0,0.9773790951638065,0.08118081180811808,0.08118081180811808,0.1070110701107011,0.1070110701107011,0.0940959409594096,0.0940959409594096,ORD-DFW,ORD-DFW_AA,ORD-DFW_AA_Q1,2023Q1,DFW-ORD
2023,1,ORD,DFW,UA,2703.0,1031,217.0933000369959,12238.890249117168,primary,182586.0,219498.0,1253.0,1282.0,0.8318344586283246,29.0,0.9773790951638065,0.08118081180811808,0.08118081180811808,0.1070110701107011,0.1070110701107011,0.0940959409594096,0.0940959409594096,ORD-DFW,ORD-DFW_UA,ORD-DFW_UA_Q1,2023Q1,DFW-ORD
2023,1,ORD,JFK,AA,787.0,371,163.63017789072427,5155.873243678649,primary,46774.0,74776.0,699.0,702.0,0.6255215577190543,3.0,0.9957264957264957,0.08118081180811808,0.08118081180811808,0.12177121771217712,0.12177121771217712,0.1014760147601476,0.1014760147601476,ORD-JFK,ORD-JFK_AA,ORD-JFK_AA_Q1,2023Q1,JFK-ORD
2023,1,ORD,JFK,DL,101.0,76,194.05623762376237,6883.80728287423,primary,46774.0,74776.0,699.0,702.0,0.6255215577190543,3.0,0.9957264957264957,0.08118081180811808,0.08118081180811808,0.12177121771217712,0.12177121771217712,0.1014760147601476,0.1014760147601476,ORD-JFK,ORD-JFK_DL,ORD-JFK_DL_Q1,2023Q1,JFK-ORD
