Year,Month,DOT_ID_Reporting_Airline,Reporting_Airline,OriginAirportID,DestAirportID,Origin,Dest,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay
2010,1,19393,WN,10721,10821,BOS,BWI,150,1,0,0,149,0,26,11,-103.0,0.006666666666666667,0.0,0.174496644295302,0.0738255033557047,-0.6912751677852349
2010,1,19393,WN,10721,11292,BOS,DEN,44,0,0,0,44,0,2,2,-884.0,0.0,0.0,0.045454545454545456,0.045454545454545456,-20.09090909090909
2010,1,19393,WN,10721,13232,BOS,MDW,149,2,0,0,147,0,21,11,-802.0,0.013422818791946308,0.0,0.14285714285714285,0.07482993197278912,-5.45578231292517
2010,1,19393,WN,10721,15016,BOS,STL,44,0,0,0,44,0,6,2,-196.0,0.0,0.0,0.13636363636363635,0.045454545454545456,-4.454545454545454
2010,1,19393,WN,10821,10721,BWI,BOS,150,1,0,0,149,0,48,19,2265.0,0.006666666666666667,0.0,0.3221476510067114,0.12751677852348994,15.201342281879194
2010,1,19393,WN,10821,11292,BWI,DEN,85,0,0,0,85,0,7,3,-790.0,0.0,0.0,0.08235294117647059,0.03529411764705882,-9.294117647058824
2010,1,19393,WN,10821,11433,BWI,DTW,96,0,0,0,96,0,15,2,226.0,0.0,0.0,0.15625,0.020833333333333332,2.3541666666666665
2010,1,19393,WN,10821,11697,BWI,FLL,124,0,1,0,123,0,36,6,881.0,0.0,0.008064516129032258,0.2926829268292683,0.04878048780487805,7.162601626016261
2010,1,19393,WN,10821,12889,BWI,LAS,81,0,0,0,81,0,6,2,-1096.0,0.0,0.0,0.07407407407407407,0.024691358024691357,-13.530864197530864
2010,1,19393,WN,10821,12953,BWI,LGA,90,3,0,0,87,0,34,14,1384.0,0.03333333333333333,0.0,0.39080459770114945,0.16091954022988506,15.908045977011493
2010,1,19393,WN,10821,13204,BWI,MCO,210,0,0,0,210,0,46,10,654.0,0.0,0.0,0.21904761904761905,0.047619047619047616,3.1142857142857143
2010,1,19393,WN,10821,13232,BWI,MDW,181,4,0,0,177,0,29,2,-87.0,0.022099447513812154,0.0,0.1638418079096045,0.011299435028248588,-0.4915254237288136
2010,1,19393,WN,10821,14107,BWI,PHX,91,1,0,0,90,0,14,1,-905.0,0.01098901098901099,0.0,0.15555555555555556,0.011111111111111112,-10.055555555555555
2010,1,19393,WN,10821,14635,BWI,RSW,55,0,0,0,55,0,12,1,9.0,0.0,0.0,0.21818181818181817,0.01818181818181818,0.16363636363636364
2010,1,19393,WN,10821,14679,BWI,SAN,55,0,1,0,54,0,4,1,-778.0,0.0,0.01818181818181818,0.07407407407407407,0.018518518518518517,-14.407407407407407
2010,1,19393,WN,10821,14869,BWI,SLC,31,0,0,0,31,0,2,0,-435.0,0.0,0.0,0.06451612903225806,0.0,-14.03225806451613
2010,1,19393,WN,10821,15016,BWI,STL,122,1,0,0,121,0,20,1,-337.0,0.00819672131147541,0.0,0.1652892561983471,0.008264462809917356,-2.7851239669421486
2010,1,19393,WN,10821,15304,BWI,TPA,164,0,1,0,163,0,46,14,1361.0,0.0,0.006097560975609756,0.2822085889570552,0.08588957055214724,8.349693251533742
2010,1,19393,WN,11292,10721,DEN,BOS,44,0,0,0,44,0,10,5,457.0,0.0,0.0,0.22727272727272727,0.11363636363636363,10.386363636363637
2010,1,19393,WN,11292,10821,DEN,BWI,85,0,0,0,85,0,30,3,911.0,0.0,0.0,0.35294117647058826,0.03529411764705882,10.717647058823529
2010,1,19393,WN,11292,11697,DEN,FLL,32,0,0,0,32,0,7,0,126.0,0.0,0.0,0.21875,0.0,3.9375
