Year,Quarter,OriginAirportID,DestAirportID,RPCarrier,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support
2010,1,10397,10721,9E,broad_fare_bounds,5.0,5,1399.8,441981.3086,279.96,10018.66012,True
2010,1,10397,10721,9E,primary,5.0,5,1399.8,441981.3086,279.96,10018.66012,True
2010,1,10397,10721,9L,broad_fare_bounds,2.0,1,1140.68,650575.4312000001,570.34,0.0,True
2010,1,10397,10721,9L,primary,2.0,1,1140.68,650575.4312000001,570.34,0.0,True
2010,1,10397,10721,AA,broad_fare_bounds,3.0,3,440.74,80216.7524,146.91333333333333,5155.389955555558,True
2010,1,10397,10721,AA,primary,3.0,3,440.74,80216.7524,146.91333333333333,5155.389955555558,True
2010,1,10397,10721,CO,broad_fare_bounds,7.0,6,1795.6100000000001,672315.4685000001,256.5157142857143,30244.75525306123,True
2010,1,10397,10721,CO,primary,7.0,6,1795.6100000000001,672315.4685000001,256.5157142857143,30244.75525306123,True
2010,1,10397,10721,CP,broad_fare_bounds,1.0,1,282.19,79631.1961,282.19,0.0,True
2010,1,10397,10721,CP,primary,1.0,1,282.19,79631.1961,282.19,0.0,True
2010,1,10397,10721,DL,broad_fare_bounds,4405.0,1123,942202.71,259207550.6943,213.89391827468785,13093.330588733392,False
2010,1,10397,10721,DL,primary,4396.0,1118,942092.79,259206109.6111,214.30682211101,13036.669165719948,False
2010,1,10397,10721,EV,broad_fare_bounds,17.0,17,3601.14,1043177.6368,211.83176470588234,16490.693861591702,True
2010,1,10397,10721,EV,primary,17.0,17,3601.14,1043177.6368,211.83176470588234,16490.693861591702,True
2010,1,10397,10721,FL,broad_fare_bounds,1445.0,403,202388.52,38100331.9952,140.06125951557092,6749.855344295978,False
2010,1,10397,10721,FL,primary,1405.0,394,201623.88,38085608.831199996,143.5045409252669,6513.641631479641,False
2010,1,10397,10721,OH,broad_fare_bounds,10.0,10,3002.2200000000003,1306552.8822,300.22200000000004,40522.038936,True
2010,1,10397,10721,OH,primary,10.0,10,3002.2200000000003,1306552.8822,300.22200000000004,40522.038936,True
2010,1,10397,10721,S5,broad_fare_bounds,2.0,2,293.64,43117.409,146.82,2.5921000000016647,True
2010,1,10397,10721,S5,primary,2.0,2,293.64,43117.409,146.82,2.5921000000016647,True
2010,1,10397,10721,UA,broad_fare_bounds,6.0,6,1210.23,291100.02849999996,201.705,7831.764391666649,True
2010,1,10397,10721,UA,primary,6.0,6,1210.23,291100.02849999996,201.705,7831.764391666649,True
2010,1,10397,10721,US,broad_fare_bounds,53.0,51,9643.74,1965463.0638000001,181.95735849056604,3975.728442079031,False
2010,1,10397,10721,US,primary,53.0,51,9643.74,1965463.0638000001,181.95735849056604,3975.728442079031,False
