Year,Quarter,OriginAirportID,DestAirportID,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,months_observed,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay,coverage
2010,1,10397,10721,primary,5912.0,1619,1167274.28,303994514.89379996,197.44152232746956,12436.756440612146,False,1273.0,45.0,4.0,0.0,1224.0,0.0,307.0,96.0,12915.0,3.0,0.03534956794972506,0.003142183817753339,0.2508169934640523,0.0784313725490196,10.551470588235293,matched
2010,1,10397,10821,primary,5546.0,1339,805146.1900000001,146553063.3277,145.17601694915254,5348.92650589874,False,1433.0,108.0,1.0,0.0,1324.0,0.0,282.0,63.0,10830.0,3.0,0.07536636427076064,0.0006978367062107466,0.21299093655589124,0.04758308157099698,8.1797583081571,matched
2010,1,10397,11278,primary,7581.0,1661,1295442.48,291036733.41679996,170.880158290463,9190.254237991037,False,1891.0,196.0,6.0,0.0,1689.0,0.0,321.0,104.0,12803.0,3.0,0.10364886303543099,0.0031729243786356425,0.19005328596802842,0.0615748963883955,7.580224985198342,matched
2010,1,10397,11292,primary,5044.0,1733,917498.22,202305684.7912,181.89893338620143,7020.962963810787,False,1323.0,20.0,2.0,0.0,1301.0,0.0,204.0,57.0,-1748.0,3.0,0.015117157974300832,0.0015117157974300832,0.15680245964642583,0.043812451960030745,-1.3435818601076095,matched
2010,1,10397,11298,primary,8992.0,2382,1706540.5499999998,433306481.7083,189.78431383451957,12169.91263298114,False,2254.0,81.0,9.0,0.0,2164.0,0.0,369.0,105.0,7220.0,3.0,0.03593611357586513,0.003992901508429458,0.17051756007393715,0.04852125693160813,3.3364140480591495,matched
2010,1,10397,11433,primary,3938.0,1302,647202.24,141450672.5974,164.3479532757745,8909.16940017862,False,1192.0,23.0,0.0,0.0,1169.0,0.0,232.0,56.0,6487.0,3.0,0.01929530201342282,0.0,0.19846022241231823,0.04790419161676647,5.549187339606501,matched
2010,1,10397,11618,primary,5188.0,1976,1197366.43,394290672.9943,230.79537972243637,22734.007925125676,False,1476.0,116.0,3.0,0.0,1357.0,0.0,412.0,147.0,17040.0,3.0,0.07859078590785908,0.0020325203252032522,0.3036109064112012,0.10832719233603537,12.557111274871039,matched
2010,1,10397,11697,primary,8705.0,2011,1001333.38,149238430.715,115.02968179207352,3912.1620500653153,False,2048.0,37.0,3.0,0.0,2008.0,0.0,474.0,121.0,22867.0,3.0,0.01806640625,0.00146484375,0.2360557768924303,0.0602589641434263,11.387948207171315,matched
2010,1,10397,12173,primary,389.0,236,201617.24,133718564.04699999,518.2962467866324,75118.5225386126,False,90.0,0.0,0.0,0.0,90.0,0.0,60.0,18.0,2574.0,3.0,0.0,0.0,0.6666666666666666,0.2,28.6,matched
2010,1,10397,12266,primary,2886.0,1558,587306.75,154976632.7583,203.50199237699238,12286.396048802439,False,1241.0,30.0,2.0,0.0,1209.0,0.0,266.0,54.0,6580.0,3.0,0.024174053182917002,0.0016116035455278,0.22001654259718775,0.04466501240694789,5.44251447477254,matched
