Year,Quarter,OriginAirportID,DestAirportID,RPCarrier,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support
2018,1,10397,10721,9E,broad_fare_bounds,39.0,39,7857.1,2253070.2538,201.46410256410257,17183.247526758714,False
2018,1,10397,10721,9E,primary,39.0,39,7857.1,2253070.2538,201.46410256410257,17183.247526758714,False
2018,1,10397,10721,B6,broad_fare_bounds,2935.0,511,293827.62,40901692.8552,100.11162521294719,3913.5033337470977,False
2018,1,10397,10721,B6,primary,2934.0,510,293817.62,40901592.8552,100.14233810497613,3912.068647566668,False
2018,1,10397,10721,DL,broad_fare_bounds,5249.0,1207,737302.61,145347825.9957,140.46534768527337,7960.060684471424,False
2018,1,10397,10721,DL,primary,5236.0,1201,737118.11,145345176.7457,140.77885981665392,7940.131716900902,False
2018,1,10397,10721,EV,broad_fare_bounds,4.0,4,1156.16,378973.266,289.04,11199.194899999988,True
2018,1,10397,10721,EV,primary,4.0,4,1156.16,378973.266,289.04,11199.194899999988,True
2018,1,10397,10721,G7,broad_fare_bounds,4.0,4,794.75,172241.06209999998,198.6875,3583.5428687499953,True
2018,1,10397,10721,G7,primary,4.0,4,794.75,172241.06209999998,198.6875,3583.5428687499953,True
2018,1,10397,10721,NK,broad_fare_bounds,680.0,155,23674.5,1201111.75,34.815441176470586,554.2258645112458,False
2018,1,10397,10721,NK,primary,491.0,134,20540.5,1148147.75,41.83401221995927,588.3018777921109,False
2018,1,10397,10721,OO,broad_fare_bounds,7.0,7,1622.1,406544.4158,231.72857142857143,4379.642869387761,True
2018,1,10397,10721,OO,primary,7.0,7,1622.1,406544.4158,231.72857142857143,4379.642869387761,True
2018,1,10397,10721,UA,broad_fare_bounds,2.0,2,388.08000000000004,78755.84820000001,194.04000000000002,1726.4024999999965,True
2018,1,10397,10721,UA,primary,2.0,2,388.08000000000004,78755.84820000001,194.04000000000002,1726.4024999999965,True
2018,1,10397,10721,WN,broad_fare_bounds,1298.0,377,125836.16,16249828.9268,96.94619414483822,3120.564043913,False
2018,1,10397,10721,WN,primary,1294.0,375,125785.66,16249159.6768,97.20684698608964,3108.1393138606654,False
2018,1,10397,10721,YX,broad_fare_bounds,25.0,24,5267.08,1470575.7048,210.6832,14435.617429760001,True
2018,1,10397,10721,YX,primary,25.0,24,5267.08,1470575.7048,210.6832,14435.617429760001,True
