Year,Quarter,OriginAirportID,DestAirportID,RPCarrier,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support
2015,1,10397,10721,16,broad_fare_bounds,1.0,1,277.01,76734.5401,277.01,0.0,True
2015,1,10397,10721,16,primary,1.0,1,277.01,76734.5401,277.01,0.0,True
2015,1,10397,10721,9E,broad_fare_bounds,19.0,19,5120.38,1751658.2698000001,269.49368421052634,19565.694686426592,True
2015,1,10397,10721,9E,primary,19.0,19,5120.38,1751658.2698000001,269.49368421052634,19565.694686426592,True
2015,1,10397,10721,DL,broad_fare_bounds,4001.0,1356,1068991.71,372273986.4369,267.18113221694574,21659.47788767086,False
2015,1,10397,10721,DL,primary,3995.0,1354,1068907.71,372272810.4369,267.56137922403,21595.591811289254,False
2015,1,10397,10721,EV,broad_fare_bounds,21.0,21,5243.54,1541081.9348,249.69238095238094,11038.5689324263,True
2015,1,10397,10721,EV,primary,21.0,21,5243.54,1541081.9348,249.69238095238094,11038.5689324263,True
2015,1,10397,10721,G7,broad_fare_bounds,1.0,1,99.34,9868.4356,99.34,0.0,True
2015,1,10397,10721,G7,primary,1.0,1,99.34,9868.4356,99.34,0.0,True
2015,1,10397,10721,OO,broad_fare_bounds,1.0,1,99.36,9872.409599999999,99.36,0.0,True
2015,1,10397,10721,OO,primary,1.0,1,99.36,9872.409599999999,99.36,0.0,True
2015,1,10397,10721,S5,broad_fare_bounds,7.0,7,2375.7200000000003,1015632.267,339.3885714285715,29905.721440816284,True
2015,1,10397,10721,S5,primary,7.0,7,2375.7200000000003,1015632.267,339.3885714285715,29905.721440816284,True
2015,1,10397,10721,UA,broad_fare_bounds,17.0,16,3459.32,737242.9682,203.4894117647059,1959.2927231833892,True
2015,1,10397,10721,UA,primary,17.0,16,3459.32,737242.9682,203.4894117647059,1959.2927231833892,True
2015,1,10397,10721,US,broad_fare_bounds,72.0,60,15299.8,3948980.4794,212.4972222222222,9691.881650617288,False
2015,1,10397,10721,US,primary,72.0,60,15299.8,3948980.4794,212.4972222222222,9691.881650617288,False
2015,1,10397,10721,WN,broad_fare_bounds,1239.0,418,216551.85,45533982.2363,174.77953995157387,6202.703404065993,False
2015,1,10397,10721,WN,primary,1239.0,418,216551.85,45533982.2363,174.77953995157387,6202.703404065993,False
2015,1,10397,10721,YV,broad_fare_bounds,2.0,2,576.87,181893.34250000003,288.435,7751.922025000007,True
2015,1,10397,10721,YV,primary,2.0,2,576.87,181893.34250000003,288.435,7751.922025000007,True
2015,1,10397,10721,YX,broad_fare_bounds,1.0,1,389.22,151492.20840000003,389.22,0.0,True
2015,1,10397,10721,YX,primary,1.0,1,389.22,151492.20840000003,389.22,0.0,True
2015,1,10397,10821,16,broad_fare_bounds,1.0,1,176.61,31191.092100000005,176.61,0.0,True
2015,1,10397,10821,16,primary,1.0,1,176.61,31191.092100000005,176.61,0.0,True
2015,1,10397,10821,9E,broad_fare_bounds,1.0,1,98.63,9727.8769,98.63,0.0,True
2015,1,10397,10821,9E,primary,1.0,1,98.63,9727.8769,98.63,0.0,True
2015,1,10397,10821,DL,broad_fare_bounds,3278.0,795,569650.54,120610257.3132,173.779908480781,6594.398598527307,False
2015,1,10397,10821,DL,primary,3266.0,789,569473.46,120607603.6502,174.3641947336191,6525.3589636044635,False
