Year,Month,DOT_ID_Reporting_Airline,Reporting_Airline,OriginAirportID,DestAirportID,Origin,Dest,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay
2015,1,19393,WN,10397,10721,ATL,BOS,89,6,1,0,82,0,15,4,73.0,0.06741573033707865,0.011235955056179775,0.18292682926829268,0.04878048780487805,0.8902439024390244
2015,1,19393,WN,10397,10821,ATL,BWI,174,7,0,0,167,0,30,5,123.0,0.040229885057471264,0.0,0.17964071856287425,0.029940119760479042,0.7365269461077845
2015,1,19393,WN,10397,11278,ATL,DCA,175,8,1,0,166,0,31,4,877.0,0.045714285714285714,0.005714285714285714,0.18674698795180722,0.024096385542168676,5.283132530120482
2015,1,19393,WN,10397,11292,ATL,DEN,109,0,0,0,109,0,26,2,-49.0,0.0,0.0,0.23853211009174313,0.01834862385321101,-0.44954128440366975
2015,1,19393,WN,10397,11433,ATL,DTW,89,1,0,0,88,0,11,2,-407.0,0.011235955056179775,0.0,0.125,0.022727272727272728,-4.625
2015,1,19393,WN,10397,11697,ATL,FLL,155,0,0,0,155,0,31,7,-15.0,0.0,0.0,0.2,0.04516129032258064,-0.0967741935483871
2015,1,19393,WN,10397,12889,ATL,LAS,89,0,0,0,89,0,17,7,-89.0,0.0,0.0,0.19101123595505617,0.07865168539325842,-1.0
2015,1,19393,WN,10397,12892,ATL,LAX,85,0,0,0,85,0,14,5,94.0,0.0,0.0,0.16470588235294117,0.058823529411764705,1.1058823529411765
2015,1,19393,WN,10397,12953,ATL,LGA,151,13,0,0,138,0,39,11,1645.0,0.08609271523178808,0.0,0.2826086956521739,0.07971014492753623,11.920289855072463
2015,1,19393,WN,10397,13204,ATL,MCO,212,3,0,0,209,0,35,10,716.0,0.014150943396226415,0.0,0.1674641148325359,0.04784688995215311,3.425837320574163
2015,1,19393,WN,10397,13232,ATL,MDW,201,7,2,0,192,0,25,8,278.0,0.03482587064676617,0.009950248756218905,0.13020833333333334,0.041666666666666664,1.4479166666666667
2015,1,19393,WN,10397,13487,ATL,MSP,97,0,0,0,97,0,24,6,364.0,0.0,0.0,0.24742268041237114,0.061855670103092786,3.752577319587629
2015,1,19393,WN,10397,14100,ATL,PHL,90,4,0,0,86,0,18,4,167.0,0.044444444444444446,0.0,0.20930232558139536,0.046511627906976744,1.941860465116279
2015,1,19393,WN,10397,14107,ATL,PHX,62,0,0,0,62,0,9,1,-346.0,0.0,0.0,0.14516129032258066,0.016129032258064516,-5.580645161290323
2015,1,19393,WN,10397,14635,ATL,RSW,93,0,0,0,93,0,14,2,-658.0,0.0,0.0,0.15053763440860216,0.021505376344086023,-7.075268817204301
2015,1,19393,WN,10397,14679,ATL,SAN,31,0,0,0,31,0,4,3,-333.0,0.0,0.0,0.12903225806451613,0.0967741935483871,-10.741935483870968
2015,1,19393,WN,10397,14771,ATL,SFO,58,0,0,0,58,0,8,2,-566.0,0.0,0.0,0.13793103448275862,0.034482758620689655,-9.758620689655173
2015,1,19393,WN,10397,15016,ATL,STL,90,0,0,0,90,0,16,4,380.0,0.0,0.0,0.17777777777777778,0.044444444444444446,4.222222222222222
2015,1,19393,WN,10397,15304,ATL,TPA,180,1,0,0,179,0,27,11,672.0,0.005555555555555556,0.0,0.15083798882681565,0.061452513966480445,3.7541899441340782
2015,1,19393,WN,10721,10397,BOS,ATL,89,5,0,0,84,0,24,6,351.0,0.056179775280898875,0.0,0.2857142857142857,0.07142857142857142,4.178571428571429
2015,1,19393,WN,10721,10821,BOS,BWI,236,17,0,0,219,0,33,8,-416.0,0.07203389830508475,0.0,0.1506849315068493,0.0365296803652968,-1.8995433789954337
2015,1,19393,WN,10721,11292,BOS,DEN,36,2,0,0,34,0,7,4,171.0,0.05555555555555555,0.0,0.20588235294117646,0.11764705882352941,5.029411764705882
2015,1,19393,WN,10721,13232,BOS,MDW,88,4,1,0,83,0,14,5,77.0,0.045454545454545456,0.011363636363636364,0.1686746987951807,0.060240963855421686,0.927710843373494
2015,1,19393,WN,10721,14107,BOS,PHX,2,0,0,0,2,0,0,0,-37.0,0.0,0.0,0.0,0.0,-18.5
2015,1,19393,WN,10721,15016,BOS,STL,54,6,0,0,48,0,13,1,208.0,0.1111111111111111,0.0,0.2708333333333333,0.020833333333333332,4.333333333333333
2015,1,19393,WN,10821,10397,BWI,ATL,174,7,1,0,166,0,45,18,1659.0,0.040229885057471264,0.005747126436781609,0.2710843373493976,0.10843373493975904,9.993975903614459
2015,1,19393,WN,10821,10721,BWI,BOS,236,17,1,0,218,0,61,12,2261.0,0.07203389830508475,0.00423728813559322,0.2798165137614679,0.05504587155963303,10.371559633027523
2015,1,19393,WN,10821,11292,BWI,DEN,92,0,0,0,92,0,24,4,-2.0,0.0,0.0,0.2608695652173913,0.043478260869565216,-0.021739130434782608
2015,1,19393,WN,10821,11433,BWI,DTW,84,3,0,0,81,0,24,6,966.0,0.03571428571428571,0.0,0.2962962962962963,0.07407407407407407,11.925925925925926
2015,1,19393,WN,10821,11697,BWI,FLL,304,0,0,0,304,0,61,23,977.0,0.0,0.0,0.20065789473684212,0.0756578947368421,3.213815789473684
2015,1,19393,WN,10821,12889,BWI,LAS,98,0,0,0,98,0,18,6,-91.0,0.0,0.0,0.1836734693877551,0.061224489795918366,-0.9285714285714286
2015,1,19393,WN,10821,12892,BWI,LAX,31,0,0,0,31,0,4,1,-47.0,0.0,0.0,0.12903225806451613,0.03225806451612903,-1.5161290322580645
2015,1,19393,WN,10821,13204,BWI,MCO,286,1,1,0,284,0,55,19,1032.0,0.0034965034965034965,0.0034965034965034965,0.1936619718309859,0.06690140845070422,3.6338028169014085
2015,1,19393,WN,10821,13232,BWI,MDW,167,8,3,0,156,0,34,8,443.0,0.04790419161676647,0.017964071856287425,0.21794871794871795,0.05128205128205128,2.83974358974359
2015,1,19393,WN,10821,13796,BWI,OAK,26,0,0,0,26,0,7,3,-111.0,0.0,0.0,0.2692307692307692,0.11538461538461539,-4.269230769230769
2015,1,19393,WN,10821,14107,BWI,PHX,61,0,0,0,61,0,10,4,-113.0,0.0,0.0,0.16393442622950818,0.06557377049180328,-1.8524590163934427
2015,1,19393,WN,10821,14635,BWI,RSW,150,0,0,0,150,0,46,13,1364.0,0.0,0.0,0.30666666666666664,0.08666666666666667,9.093333333333334
2015,1,19393,WN,10821,14679,BWI,SAN,58,0,0,0,58,0,11,2,-174.0,0.0,0.0,0.1896551724137931,0.034482758620689655,-3.0
2015,1,19393,WN,10821,14869,BWI,SLC,31,0,0,0,31,0,6,0,4.0,0.0,0.0,0.1935483870967742,0.0,0.12903225806451613
2015,1,19393,WN,10821,15016,BWI,STL,91,1,0,0,90,0,23,5,672.0,0.01098901098901099,0.0,0.25555555555555554,0.05555555555555555,7.466666666666667
2015,1,19393,WN,10821,15304,BWI,TPA,190,2,0,0,188,0,37,8,131.0,0.010526315789473684,0.0,0.19680851063829788,0.0425531914893617,0.6968085106382979
2015,1,19393,WN,11278,10397,DCA,ATL,174,9,0,0,165,0,29,6,-1042.0,0.05172413793103448,0.0,0.17575757575757575,0.03636363636363636,-6.315151515151515
2015,1,19393,WN,11278,13232,DCA,MDW,267,33,2,0,232,0,32,10,-1301.0,0.12359550561797752,0.00749063670411985,0.13793103448275862,0.04310344827586207,-5.607758620689655
2015,1,19393,WN,11278,14635,DCA,RSW,31,1,0,0,30,0,1,1,-284.0,0.03225806451612903,0.0,0.03333333333333333,0.03333333333333333,-9.466666666666667
2015,1,19393,WN,11278,15016,DCA,STL,88,3,0,0,85,0,7,3,-567.0,0.03409090909090909,0.0,0.08235294117647059,0.03529411764705882,-6.670588235294118
2015,1,19393,WN,11278,15304,DCA,TPA,62,0,0,0,62,0,8,2,-383.0,0.0,0.0,0.12903225806451613,0.03225806451612903,-6.17741935483871
2015,1,19393,WN,11292,10397,DEN,ATL,110,0,0,0,110,0,29,6,917.0,0.0,0.0,0.2636363636363636,0.05454545454545454,8.336363636363636
