Year,Month,DOT_ID_Reporting_Airline,Reporting_Airline,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay
2025,1,19393,WN,105307,3016,171,0,102120,0,15531,3997,-119834.0,0.028640071410257626,0.0016238236774383469,0.15208578143360751,0.039140227183705446,-1.1734625930278104
2025,1,19690,HA,6690,128,22,0,6540,0,886,274,39479.0,0.019133034379671152,0.003288490284005979,0.13547400611620794,0.0418960244648318,6.0365443425076455
2025,1,19790,DL,76306,2137,144,0,74025,0,14302,5379,386568.0,0.028005661415878173,0.0018871386260582391,0.1932049983113813,0.0726646403242148,5.222127659574468
2025,1,19805,AA,75088,2802,204,0,72082,0,13860,4867,401255.0,0.03731621564031536,0.002716812273598977,0.19228101329041924,0.06752032407535861,5.566646319469493
2025,1,19930,AS,18163,243,73,0,17847,0,3137,699,-2139.0,0.013378847106755493,0.004019159830424489,0.1757718384042136,0.03916624642797109,-0.11985207597915616
2025,1,19977,UA,62007,1189,150,0,60668,0,10694,3367,78258.0,0.019175254406760527,0.002419081716580386,0.17627085119008373,0.055498780246587984,1.289938682666315
2025,1,20304,OO,65036,1343,191,0,63502,0,13261,5453,504264.0,0.020650101482255982,0.0029368349837013345,0.20882806840729426,0.08587131113980662,7.940915246763882
2025,1,20368,G4,9345,119,20,0,9206,0,2183,852,87847.0,0.012734082397003745,0.002140181915462814,0.23712796002606995,0.09254833804040843,9.542363675863568
2025,1,20397,OH,21094,1899,44,0,19151,0,4880,2047,270723.0,0.0900255996965962,0.0020859012041338767,0.25481698083650983,0.10688736880580649,14.136233094877552
2025,1,20398,MQ,21890,1030,29,0,20831,0,3839,1364,100254.0,0.047053449063499314,0.0013248058474189127,0.18429264077576687,0.06547933368537276,4.812731025874898
2025,1,20409,B6,17918,323,37,0,17558,0,4294,1339,102037.0,0.018026565464895637,0.0020649626074338654,0.2445608839275544,0.07626153320423738,5.811424991456886
2025,1,20416,NK,17544,572,26,0,16946,0,3064,889,10939.0,0.03260373917008664,0.0014819881440948472,0.18080963059129,0.05246075770093237,0.6455210669184468
2025,1,20436,F9,15526,392,24,0,15110,0,3925,1510,163436.0,0.025247971145175834,0.0015457941517454592,0.25976174718729317,0.099933818663137,10.816412971542025
2025,1,20452,YX,27833,1119,31,0,26683,0,4274,1208,-61124.0,0.04020407430029102,0.0011137857938418425,0.160176891653862,0.045272270734175314,-2.2907469175130233
