Year,Month,DOT_ID_Reporting_Airline,Reporting_Airline
2025,1,19393,WN
2025,1,19690,HA
2025,1,19790,DL
2025,1,19805,AA
2025,1,19930,AS
2025,1,19977,UA
2025,1,20304,OO
2025,1,20368,G4
2025,1,20397,OH
2025,1,20398,MQ
2025,1,20409,B6
2025,1,20416,NK
2025,1,20436,F9
2025,1,20452,YX
2025,2,19393,WN
2025,2,19690,HA
2025,2,19790,DL
2025,2,19805,AA
2025,2,19930,AS
2025,2,19977,UA
2025,2,20304,OO
2025,2,20368,G4
2025,2,20397,OH
2025,2,20398,MQ
2025,2,20409,B6
2025,2,20416,NK
2025,2,20436,F9
2025,2,20452,YX
2025,3,19393,WN
2025,3,19690,HA
2025,3,19790,DL
2025,3,19805,AA
2025,3,19930,AS
2025,3,19977,UA
2025,3,20304,OO
2025,3,20368,G4
2025,3,20397,OH
2025,3,20398,MQ
2025,3,20409,B6
2025,3,20416,NK
2025,3,20436,F9
2025,3,20452,YX
2025,4,19393,WN
2025,4,19690,HA
2025,4,19790,DL
2025,4,19805,AA
2025,4,19930,AS
2025,4,19977,UA
2025,4,20304,OO
2025,4,20368,G4
2025,4,20397,OH
2025,4,20398,MQ
2025,4,20409,B6
2025,4,20416,NK
2025,4,20436,F9
2025,4,20452,YX
2025,5,19393,WN
2025,5,19690,HA
2025,5,19790,DL
2025,5,19805,AA
2025,5,19930,AS
2025,5,19977,UA
2025,5,20304,OO
2025,5,20368,G4
2025,5,20397,OH
2025,5,20398,MQ
2025,5,20409,B6
2025,5,20416,NK
2025,5,20436,F9
2025,5,20452,YX
2025,6,19393,WN
2025,6,19690,HA
2025,6,19790,DL
2025,6,19805,AA
2025,6,19930,AS
2025,6,19977,UA
2025,6,20304,OO
2025,6,20368,G4
2025,6,20397,OH
2025,6,20398,MQ
2025,6,20409,B6
2025,6,20416,NK
2025,6,20436,F9
2025,6,20452,YX
