Year,Quarter,OriginAirportID,DestAirportID,RPCarrier,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support
2016,1,10397,10721,9E,broad_fare_bounds,25.0,25,4965.38,1218276.4314000001,198.61520000000002,9283.05958496,True
2016,1,10397,10721,9E,primary,25.0,25,4965.38,1218276.4314000001,198.61520000000002,9283.05958496,True
2016,1,10397,10721,DL,broad_fare_bounds,4493.0,1538,1191005.09,425226589.1009,265.0801446694859,24374.53539764209,False
2016,1,10397,10721,DL,primary,4475.0,1534,1190755.09,425223113.1009,266.09052290502797,24217.758335413702,False
2016,1,10397,10721,EV,broad_fare_bounds,20.0,18,3455.46,749030.3948,172.773,7601.010211000004,True
2016,1,10397,10721,EV,primary,20.0,18,3455.46,749030.3948,172.773,7601.010211000004,True
2016,1,10397,10721,G7,broad_fare_bounds,4.0,4,682.87,129258.34150000001,170.7175,3170.1205687500005,True
2016,1,10397,10721,G7,primary,4.0,4,682.87,129258.34150000001,170.7175,3170.1205687500005,True
2016,1,10397,10721,NK,broad_fare_bounds,777.0,183,70262.39,8253646.6665,90.42778635778636,2445.2693366699295,False
2016,1,10397,10721,NK,primary,739.0,168,69662.89,8244048.9165,94.26642760487145,2269.5225163313607,False
2016,1,10397,10721,OO,broad_fare_bounds,2.0,2,633.21,220760.4461,316.605,10141.49702499999,True
2016,1,10397,10721,OO,primary,2.0,2,633.21,220760.4461,316.605,10141.49702499999,True
2016,1,10397,10721,S5,broad_fare_bounds,11.0,11,2250.46,543504.31,204.58727272727273,7553.530565289264,True
2016,1,10397,10721,S5,primary,11.0,11,2250.46,543504.31,204.58727272727273,7553.530565289264,True
2016,1,10397,10721,UA,broad_fare_bounds,1.0,1,253.0,64009.0,253.0,0.0,True
2016,1,10397,10721,UA,primary,1.0,1,253.0,64009.0,253.0,0.0,True
2016,1,10397,10721,WN,broad_fare_bounds,1458.0,469,256985.42,58523175.9886,176.25886145404664,9072.166288827168,False
2016,1,10397,10721,WN,primary,1456.0,467,256965.42,58522975.9886,176.48723901098901,9046.606106800016,False
2016,1,10397,10721,YV,broad_fare_bounds,2.0,2,380.58000000000004,75903.354,190.29000000000002,1741.392899999999,True
2016,1,10397,10721,YV,primary,2.0,2,380.58000000000004,75903.354,190.29000000000002,1741.392899999999,True
2016,1,10397,10821,9E,broad_fare_bounds,5.0,5,1086.63,303177.3119,217.32600000000002,13404.872103999987,True
2016,1,10397,10821,9E,primary,5.0,5,1086.63,303177.3119,217.32600000000002,13404.872103999987,True
2016,1,10397,10821,DL,broad_fare_bounds,3002.0,965,508108.68,113314585.1452,169.25672218520987,9098.526134092703,False
2016,1,10397,10821,DL,primary,2987.0,959,507891.68,113311416.1452,170.03404084365584,9023.281380625045,False
2016,1,10397,10821,EV,broad_fare_bounds,11.0,11,2590.42,666802.3484,235.49272727272728,5161.570710743799,True
2016,1,10397,10821,EV,primary,11.0,11,2590.42,666802.3484,235.49272727272728,5161.570710743799,True
2016,1,10397,10821,NK,broad_fare_bounds,949.0,199,58693.91,5363723.0005,61.84816649104321,1826.7779587035766,False
2016,1,10397,10821,NK,primary,785.0,180,56121.91,5322597.5005,71.49287898089172,1669.147236552234,False
2016,1,10397,10821,OO,broad_fare_bounds,17.0,17,2768.43,513070.0673,162.84882352941176,3660.852869204151,True
2016,1,10397,10821,OO,primary,17.0,17,2768.43,513070.0673,162.84882352941176,3660.852869204151,True
2016,1,10397,10821,S5,broad_fare_bounds,8.0,8,1911.33,559472.1631,238.91625,12853.045873437506,True
2016,1,10397,10821,S5,primary,8.0,8,1911.33,559472.1631,238.91625,12853.045873437506,True
2016,1,10397,10821,WN,broad_fare_bounds,2959.0,579,413133.57,80664134.2831,139.61932071645828,7767.051664256378,False
2016,1,10397,10821,WN,primary,2956.0,576,413099.57,80663738.2831,139.74951623815969,7758.211507918877,False
2016,1,10397,11278,9E,broad_fare_bounds,9.0,9,1559.94,323975.244,173.32666666666668,5955.11595555555,True
2016,1,10397,11278,9E,primary,9.0,9,1559.94,323975.244,173.32666666666668,5955.11595555555,True
2016,1,10397,11278,AA,broad_fare_bounds,179.0,148,25564.21,4550467.5695,142.8168156424581,5024.963703267691,False
2016,1,10397,11278,AA,primary,179.0,148,25564.21,4550467.5695,142.8168156424581,5024.963703267691,False
2016,1,10397,11278,DL,broad_fare_bounds,4951.0,1553,1044097.24,296593775.3144,210.88613209452635,15432.87150883249,False
2016,1,10397,11278,DL,primary,4928.0,1548,1043772.51,296589185.6515,211.80448660714285,15323.353294703964,False
2016,1,10397,11278,EV,broad_fare_bounds,26.0,26,5716.29,1495901.4571,219.8573076923077,9197.43568121302,True
2016,1,10397,11278,EV,primary,26.0,26,5716.29,1495901.4571,219.8573076923077,9197.43568121302,True
2016,1,10397,11278,G7,broad_fare_bounds,2.0,2,342.71000000000004,59602.4581,171.35500000000002,438.69302499999685,True
2016,1,10397,11278,G7,primary,2.0,2,342.71000000000004,59602.4581,171.35500000000002,438.69302499999685,True
2016,1,10397,11278,MQ,broad_fare_bounds,1.0,1,142.66,20351.8756,142.66,0.0,True
2016,1,10397,11278,MQ,primary,1.0,1,142.66,20351.8756,142.66,0.0,True
2016,1,10397,11278,OH,broad_fare_bounds,17.0,17,2531.37,453577.0991,148.90411764705883,4508.569577162627,True
2016,1,10397,11278,OH,primary,17.0,17,2531.37,453577.0991,148.90411764705883,4508.569577162627,True
2016,1,10397,11278,OO,broad_fare_bounds,15.0,14,1788.76,226186.2436,119.25066666666666,858.3614062222241,True
2016,1,10397,11278,OO,primary,15.0,14,1788.76,226186.2436,119.25066666666666,858.3614062222241,True
2016,1,10397,11278,S5,broad_fare_bounds,9.0,9,1831.1,459104.3836,203.45555555555555,9617.435091358027,True
2016,1,10397,11278,S5,primary,9.0,9,1831.1,459104.3836,203.45555555555555,9617.435091358027,True
2016,1,10397,11278,WN,broad_fare_bounds,2560.0,609,311092.71,53519833.6291,121.52058984375,6138.931255394273,False
2016,1,10397,11278,WN,primary,2557.0,607,311046.71,53519117.6291,121.64517403206884,6132.884809952113,False
2016,1,10397,11278,YV,broad_fare_bounds,4.0,4,605.72,108063.42,151.43,4084.810099999999,True
2016,1,10397,11278,YV,primary,4.0,4,605.72,108063.42,151.43,4084.810099999999,True
2016,1,10397,11278,YX,broad_fare_bounds,1436.0,684,209217.3,40793465.6104,145.69449860724234,7180.8189324087725,False
2016,1,10397,11278,YX,primary,1434.0,683,209195.3,40793223.6104,145.8823570432357,7165.495232938076,False
2016,1,10397,11278,ZW,broad_fare_bounds,4.0,4,562.84,85054.97820000001,140.71,1464.4404500000019,True
2016,1,10397,11278,ZW,primary,4.0,4,562.84,85054.97820000001,140.71,1464.4404500000019,True
2016,1,10397,11292,9E,broad_fare_bounds,4.0,4,1419.48,585375.1254,354.87,20411.064450000005,True
2016,1,10397,11292,9E,primary,4.0,4,1419.48,585375.1254,354.87,20411.064450000005,True
2016,1,10397,11292,AA,broad_fare_bounds,2.0,2,320.24,56476.789000000004,160.12,2599.9801000000007,True
2016,1,10397,11292,AA,primary,2.0,2,320.24,56476.789000000004,160.12,2599.9801000000007,True
2016,1,10397,11292,CP,broad_fare_bounds,1.0,1,241.79,58462.4041,241.79,0.0,True
2016,1,10397,11292,CP,primary,1.0,1,241.79,58462.4041,241.79,0.0,True
2016,1,10397,11292,DL,broad_fare_bounds,2905.0,907,638052.18,169256183.7638,219.6393046471601,10022.322416521638,False
2016,1,10397,11292,DL,primary,2860.0,903,637422.18,169247363.7638,222.87488811188814,9504.184166525927,False
2016,1,10397,11292,EV,broad_fare_bounds,3.0,3,744.39,186230.0501,248.13,508.1864666666661,True
