Year,Month,DOT_ID_Reporting_Airline,Reporting_Airline,OriginAirportID,DestAirportID,Origin,Dest,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay
2014,1,19393,WN,12953,13232,LGA,MDW,171,20,6,0,145,0,61,27,3939.0,0.11695906432748537,0.03508771929824561,0.4206896551724138,0.18620689655172415,27.16551724137931
2014,1,19393,WN,12953,15016,LGA,STL,80,7,1,0,72,0,24,8,1137.0,0.0875,0.0125,0.3333333333333333,0.1111111111111111,15.791666666666666
2014,1,19393,WN,13204,10397,MCO,ATL,91,10,0,0,81,0,29,8,1435.0,0.10989010989010989,0.0,0.35802469135802467,0.09876543209876543,17.71604938271605
2014,1,19393,WN,13204,10821,MCO,BWI,213,5,0,0,208,0,62,27,3323.0,0.023474178403755867,0.0,0.2980769230769231,0.12980769230769232,15.975961538461538
2014,1,19393,WN,13204,11292,MCO,DEN,68,1,0,0,67,0,31,13,2047.0,0.014705882352941176,0.0,0.4626865671641791,0.19402985074626866,30.55223880597015
2014,1,19393,WN,13204,11433,MCO,DTW,9,1,0,0,8,0,4,4,625.0,0.1111111111111111,0.0,0.5,0.5,78.125
2014,1,19393,WN,13204,12889,MCO,LAS,36,0,0,0,36,0,12,3,591.0,0.0,0.0,0.3333333333333333,0.08333333333333333,16.416666666666668
2014,1,19393,WN,13204,13232,MCO,MDW,136,16,5,0,115,0,56,25,3897.0,0.11764705882352941,0.03676470588235294,0.48695652173913045,0.21739130434782608,33.88695652173913
2014,1,19393,WN,13204,13487,MCO,MSP,31,2,0,0,29,0,13,5,924.0,0.06451612903225806,0.0,0.4482758620689655,0.1724137931034483,31.862068965517242
2014,1,19393,WN,13204,14100,MCO,PHL,144,8,2,0,134,0,44,15,1796.0,0.05555555555555555,0.013888888888888888,0.3283582089552239,0.11194029850746269,13.402985074626866
2014,1,19393,WN,13204,14107,MCO,PHX,31,0,0,0,31,0,14,2,474.0,0.0,0.0,0.45161290322580644,0.06451612903225806,15.290322580645162
2014,1,19393,WN,13204,15016,MCO,STL,122,2,1,0,119,0,55,20,2736.0,0.01639344262295082,0.00819672131147541,0.46218487394957986,0.16806722689075632,22.991596638655462
2014,1,19393,WN,13232,10397,MDW,ATL,70,13,1,0,56,0,30,14,1865.0,0.18571428571428572,0.014285714285714285,0.5357142857142857,0.25,33.30357142857143
2014,1,19393,WN,13232,10721,MDW,BOS,91,20,2,0,69,0,29,13,2621.0,0.21978021978021978,0.02197802197802198,0.42028985507246375,0.18840579710144928,37.98550724637681
2014,1,19393,WN,13232,10821,MDW,BWI,168,33,0,0,135,0,50,22,4103.0,0.19642857142857142,0.0,0.37037037037037035,0.16296296296296298,30.392592592592592
2014,1,19393,WN,13232,11292,MDW,DEN,232,33,0,0,199,0,91,41,6770.0,0.14224137931034483,0.0,0.457286432160804,0.20603015075376885,34.02010050251256
2014,1,19393,WN,13232,11433,MDW,DTW,143,28,2,0,113,0,56,18,3367.0,0.1958041958041958,0.013986013986013986,0.49557522123893805,0.1592920353982301,29.79646017699115
2014,1,19393,WN,13232,11618,MDW,EWR,169,35,0,0,134,0,59,25,3978.0,0.20710059171597633,0.0,0.44029850746268656,0.1865671641791045,29.686567164179106
2014,1,19393,WN,13232,11697,MDW,FLL,98,10,1,0,87,0,40,14,3164.0,0.10204081632653061,0.01020408163265306,0.45977011494252873,0.16091954022988506,36.367816091954026
2014,1,19393,WN,13232,12889,MDW,LAS,216,25,0,0,191,0,87,36,6410.0,0.11574074074074074,0.0,0.45549738219895286,0.18848167539267016,33.56020942408377
2014,1,19393,WN,13232,12892,MDW,LAX,149,17,1,0,131,0,54,21,4423.0,0.11409395973154363,0.006711409395973154,0.4122137404580153,0.16030534351145037,33.76335877862596
2014,1,19393,WN,13232,12953,MDW,LGA,171,20,1,0,150,0,79,32,6127.0,0.11695906432748537,0.005847953216374269,0.5266666666666666,0.21333333333333335,40.846666666666664
2014,1,19393,WN,13232,13204,MDW,MCO,133,13,0,0,120,0,52,27,5137.0,0.09774436090225563,0.0,0.43333333333333335,0.225,42.80833333333333
2014,1,19393,WN,13232,13487,MDW,MSP,205,42,1,0,162,0,60,23,3730.0,0.2048780487804878,0.004878048780487805,0.37037037037037035,0.1419753086419753,23.02469135802469
2014,1,19393,WN,13232,13796,MDW,OAK,53,15,0,0,38,0,20,8,1187.0,0.2830188679245283,0.0,0.5263157894736842,0.21052631578947367,31.236842105263158
2014,1,19393,WN,13232,14100,MDW,PHL,170,38,0,0,132,0,53,22,3490.0,0.2235294117647059,0.0,0.4015151515151515,0.16666666666666666,26.439393939393938
2014,1,19393,WN,13232,14107,MDW,PHX,177,18,1,0,158,0,65,26,3849.0,0.1016949152542373,0.005649717514124294,0.41139240506329117,0.16455696202531644,24.360759493670887
2014,1,19393,WN,13232,14635,MDW,RSW,95,8,1,0,86,0,41,14,2817.0,0.08421052631578947,0.010526315789473684,0.47674418604651164,0.16279069767441862,32.75581395348837
2014,1,19393,WN,13232,14679,MDW,SAN,89,7,1,0,81,0,41,17,2634.0,0.07865168539325842,0.011235955056179775,0.5061728395061729,0.20987654320987653,32.51851851851852
2014,1,19393,WN,13232,14747,MDW,SEA,55,9,0,0,46,0,28,9,2072.0,0.16363636363636364,0.0,0.6086956521739131,0.1956521739130435,45.04347826086956
2014,1,19393,WN,13232,14771,MDW,SFO,61,14,0,0,47,0,25,10,2057.0,0.22950819672131148,0.0,0.5319148936170213,0.2127659574468085,43.765957446808514
2014,1,19393,WN,13232,14869,MDW,SLC,61,10,0,0,51,0,22,6,1389.0,0.16393442622950818,0.0,0.43137254901960786,0.11764705882352941,27.235294117647058
2014,1,19393,WN,13232,15016,MDW,STL,251,45,3,0,203,0,79,23,4619.0,0.17928286852589642,0.01195219123505976,0.3891625615763547,0.11330049261083744,22.753694581280786
2014,1,19393,WN,13232,15304,MDW,TPA,117,14,1,0,102,0,45,9,2451.0,0.11965811965811966,0.008547008547008548,0.4411764705882353,0.08823529411764706,24.029411764705884
2014,1,19393,WN,13487,11292,MSP,DEN,118,4,0,0,114,0,39,13,1926.0,0.03389830508474576,0.0,0.34210526315789475,0.11403508771929824,16.894736842105264
2014,1,19393,WN,13487,13204,MSP,MCO,31,1,0,0,30,0,11,3,273.0,0.03225806451612903,0.0,0.36666666666666664,0.1,9.1
2014,1,19393,WN,13487,13232,MSP,MDW,204,33,7,0,164,0,54,24,3762.0,0.16176470588235295,0.03431372549019608,0.32926829268292684,0.14634146341463414,22.9390243902439
2014,1,19393,WN,13487,14107,MSP,PHX,59,0,0,0,59,0,20,8,765.0,0.0,0.0,0.3389830508474576,0.13559322033898305,12.966101694915254
2014,1,19393,WN,13487,15016,MSP,STL,57,2,2,0,53,0,17,5,838.0,0.03508771929824561,0.03508771929824561,0.32075471698113206,0.09433962264150944,15.81132075471698
2014,1,19393,WN,13796,11292,OAK,DEN,111,0,0,0,111,0,26,10,1327.0,0.0,0.0,0.23423423423423423,0.09009009009009009,11.954954954954955
2014,1,19393,WN,13796,12889,OAK,LAS,261,5,0,0,256,0,70,20,3123.0,0.019157088122605363,0.0,0.2734375,0.078125,12.19921875
2014,1,19393,WN,13796,12892,OAK,LAX,350,14,0,0,336,0,97,23,5044.0,0.04,0.0,0.28869047619047616,0.06845238095238096,15.011904761904763
2014,1,19393,WN,13796,13232,OAK,MDW,53,7,1,0,45,0,16,6,980.0,0.1320754716981132,0.018867924528301886,0.35555555555555557,0.13333333333333333,21.77777777777778
2014,1,19393,WN,13796,14107,OAK,PHX,176,7,0,0,169,0,36,11,1066.0,0.03977272727272727,0.0,0.21301775147928995,0.0650887573964497,6.3076923076923075
2014,1,19393,WN,13796,14679,OAK,SAN,318,15,4,0,299,0,71,19,3087.0,0.04716981132075472,0.012578616352201259,0.23745819397993312,0.06354515050167224,10.324414715719064
2014,1,19393,WN,13796,14747,OAK,SEA,147,1,0,0,146,0,50,18,2343.0,0.006802721088435374,0.0,0.3424657534246575,0.1232876712328767,16.04794520547945
2014,1,19393,WN,13796,14869,OAK,SLC,88,3,1,0,84,0,27,10,1197.0,0.03409090909090909,0.011363636363636364,0.32142857142857145,0.11904761904761904,14.25
2014,1,19393,WN,14100,11292,PHL,DEN,58,3,0,0,55,0,19,6,1033.0,0.05172413793103448,0.0,0.34545454545454546,0.10909090909090909,18.78181818181818
2014,1,19393,WN,14100,11697,PHL,FLL,65,3,0,0,62,0,31,8,1913.0,0.046153846153846156,0.0,0.5,0.12903225806451613,30.85483870967742
2014,1,19393,WN,14100,12889,PHL,LAS,28,4,0,0,24,0,4,1,-201.0,0.14285714285714285,0.0,0.16666666666666666,0.041666666666666664,-8.375
2014,1,19393,WN,14100,13204,PHL,MCO,143,11,0,0,132,0,50,21,2654.0,0.07692307692307693,0.0,0.3787878787878788,0.1590909090909091,20.106060606060606
2014,1,19393,WN,14100,13232,PHL,MDW,171,29,4,0,138,0,54,21,4125.0,0.1695906432748538,0.023391812865497075,0.391304347826087,0.15217391304347827,29.891304347826086
2014,1,19393,WN,14100,14107,PHL,PHX,31,3,1,0,27,0,13,4,655.0,0.0967741935483871,0.03225806451612903,0.48148148148148145,0.14814814814814814,24.25925925925926
2014,1,19393,WN,14100,14635,PHL,RSW,31,2,0,0,29,0,9,3,344.0,0.06451612903225806,0.0,0.3103448275862069,0.10344827586206896,11.862068965517242
2014,1,19393,WN,14100,15016,PHL,STL,55,5,2,0,48,0,19,3,699.0,0.09090909090909091,0.03636363636363636,0.3958333333333333,0.0625,14.5625
2014,1,19393,WN,14100,15304,PHL,TPA,58,4,0,0,54,0,27,7,1221.0,0.06896551724137931,0.0,0.5,0.12962962962962962,22.61111111111111
2014,1,19393,WN,14107,10397,PHX,ATL,62,6,0,0,56,0,13,4,271.0,0.0967741935483871,0.0,0.23214285714285715,0.07142857142857142,4.839285714285714
2014,1,19393,WN,14107,10821,PHX,BWI,62,0,1,0,61,0,21,3,595.0,0.0,0.016129032258064516,0.3442622950819672,0.04918032786885246,9.754098360655737
2014,1,19393,WN,14107,11292,PHX,DEN,239,1,1,0,237,0,78,23,3751.0,0.0041841004184100415,0.0041841004184100415,0.3291139240506329,0.0970464135021097,15.827004219409282
2014,1,19393,WN,14107,11433,PHX,DTW,31,2,0,0,29,0,10,4,589.0,0.06451612903225806,0.0,0.3448275862068966,0.13793103448275862,20.310344827586206
