Year,Quarter,OriginAirportID,DestAirportID,sample,passengers,records,fare_total,fare_square_total,fare_mean,fare_variance,low_support,flights,cancelled,diverted,cancelled_and_diverted,delay_observed,delay_missing_eligible,delayed_15,delayed_60,arrival_delay_sum,months_observed,cancellation_rate,diversion_rate,delay_15_rate,delay_60_rate,mean_arrival_delay,coverage
2014,1,10397,10721,primary,5382.0,1744.0,1278785.29,379702462.7049,237.6041044221479,14094.72856303108,False,1245.0,62.0,3.0,0.0,1180.0,0.0,191.0,66.0,1665.0,3.0,0.04979919678714859,0.0024096385542168677,0.16186440677966102,0.05593220338983051,1.4110169491525424,matched
2014,1,10397,10821,primary,5368.0,1488.0,1004937.44,224458075.3698,187.20891207153502,6766.920739092122,False,1567.0,91.0,2.0,0.0,1474.0,0.0,271.0,71.0,7298.0,3.0,0.05807275047862157,0.0012763241863433313,0.18385345997286295,0.04816824966078698,4.951153324287652,matched
2014,1,10397,11278,primary,6979.0,1798.0,1436186.47,375042916.8773,205.7868562831351,11390.545662648932,False,1719.0,96.0,3.0,0.0,1620.0,0.0,328.0,68.0,6306.0,3.0,0.055846422338568937,0.0017452006980802793,0.20246913580246914,0.04197530864197531,3.8925925925925924,matched
2014,1,10397,11292,primary,6328.0,2355.0,1249586.72,306698985.5726,197.46945638432365,9472.783702454159,False,1132.0,34.0,1.0,0.0,1097.0,0.0,310.0,55.0,12249.0,3.0,0.030035335689045935,0.0008833922261484099,0.28258887876025524,0.05013673655423884,11.165907019143118,matched
2014,1,10397,11298,primary,9182.0,2697.0,1997765.94,655383603.1576,217.57416031365716,24038.483582974957,False,1795.0,79.0,5.0,0.0,1711.0,0.0,313.0,80.0,8165.0,3.0,0.04401114206128134,0.002785515320334262,0.18293395675043833,0.046756282875511396,4.772063120981882,matched
2014,1,10397,11433,primary,3730.0,1487.0,871483.9400000001,271822098.263,233.6418069705094,18286.06321062224,False,1146.0,25.0,1.0,0.0,1120.0,0.0,283.0,57.0,9410.0,3.0,0.02181500872600349,0.0008726003490401396,0.2526785714285714,0.05089285714285714,8.401785714285714,matched
2014,1,10397,11618,primary,4213.0,1817.0,1200861.3699999999,444788508.3337,285.03711606930926,24329.087735547175,False,1340.0,158.0,1.0,0.0,1181.0,0.0,287.0,114.0,11767.0,3.0,0.11791044776119403,0.0007462686567164179,0.24301439458086369,0.09652836579170194,9.96359017781541,matched
2014,1,10397,11697,primary,9036.0,1905.0,1229682.3,225576342.06199998,136.08701859229748,6444.504652421518,False,1824.0,75.0,1.0,0.0,1748.0,0.0,453.0,98.0,16447.0,3.0,0.04111842105263158,0.0005482456140350877,0.25915331807780323,0.05606407322654462,9.40903890160183,matched
2014,1,10397,12173,primary,289.0,200.0,195713.77000000002,163254282.2683,677.210276816609,106279.951244906,False,90.0,1.0,0.0,0.0,89.0,0.0,33.0,4.0,1040.0,3.0,0.011111111111111112,0.0,0.3707865168539326,0.0449438202247191,11.685393258426966,matched
2014,1,10397,12266,primary,2265.0,1277.0,575976.6900000001,193801784.9015,254.29434437086095,20898.088364261086,False,1317.0,84.0,1.0,0.0,1232.0,0.0,314.0,111.0,14650.0,3.0,0.06378132118451026,0.0007593014426727411,0.25487012987012986,0.09009740259740259,11.891233766233766,matched
2014,1,10397,12478,primary,1237.0,674.0,276530.57,81902268.5599,223.54936944219887,16236.082461526414,False,450.0,27.0,3.0,0.0,420.0,0.0,113.0,41.0,6018.0,3.0,0.06,0.006666666666666667,0.26904761904761904,0.09761904761904762,14.32857142857143,matched
2014,1,10397,12889,primary,5309.0,1483.0,1490786.44,531136549.6702,280.8036240346581,21193.881080518666,False,1069.0,30.0,1.0,0.0,1038.0,0.0,276.0,43.0,8204.0,3.0,0.02806361085126286,0.0009354536950420954,0.2658959537572254,0.041425818882466284,7.903660886319845,matched
2014,1,10397,12892,primary,5866.0,2110.0,1910866.16,840228901.8088001,325.7528400954654,37122.19964992911,False,1125.0,26.0,0.0,0.0,1099.0,0.0,304.0,66.0,12358.0,3.0,0.02311111111111111,0.0,0.27661510464058237,0.06005459508644222,11.24476797088262,matched
2014,1,10397,12953,primary,12723.0,3900.0,2762761.8000000003,801422601.6047999,217.14704079226598,15837.228037482164,False,2501.0,216.0,14.0,0.0,2271.0,0.0,570.0,190.0,19221.0,3.0,0.08636545381847262,0.005597760895641743,0.2509907529722589,0.08366358432408631,8.463672391017173,matched
2014,1,10397,13204,primary,7342.0,1934.0,1310714.45,291389625.0441,178.52280713701987,7817.652148603229,False,2136.0,79.0,1.0,0.0,2056.0,0.0,453.0,103.0,17998.0,3.0,0.03698501872659176,0.00046816479400749064,0.2203307392996109,0.05009727626459144,8.753891050583658,matched
2014,1,10397,13232,primary,4453.0,1338.0,843981.11,185842131.11630002,189.5309027621828,5812.178177357047,False,1212.0,88.0,4.0,0.0,1120.0,0.0,258.0,64.0,10874.0,3.0,0.07260726072607261,0.0033003300330033004,0.23035714285714284,0.05714285714285714,9.708928571428572,matched
2014,1,10397,13303,primary,4913.0,1879.0,890074.98,212395410.50700003,181.167307144311,10409.713662502254,False,1674.0,64.0,2.0,0.0,1608.0,0.0,296.0,79.0,7893.0,3.0,0.038231780167264036,0.0011947431302270011,0.18407960199004975,0.049129353233830844,4.9085820895522385,matched
2014,1,10397,13487,primary,3463.0,1460.0,880027.33,275678327.2591,254.12282125324862,15028.385613495928,False,1330.0,40.0,1.0,0.0,1289.0,0.0,269.0,55.0,8910.0,3.0,0.03007518796992481,0.0007518796992481203,0.208688906128782,0.04266873545384019,6.91233514352211,matched
2014,1,10397,13796,primary,30.0,29.0,6552.93,1555471.1273,218.431,4136.935815666664,False,,,,,,,,,,,,,,,,fare_only
2014,1,10397,13930,primary,5869.0,3406.0,1419644.02,415616241.99880004,241.8885704549327,12305.431836106,False,1245.0,92.0,0.0,0.0,1153.0,0.0,321.0,99.0,16368.0,3.0,0.07389558232931727,0.0,0.27840416305290544,0.08586296617519515,14.196010407632263,matched
2014,1,10397,14100,primary,6144.0,2299.0,1440139.8,434802530.0868,234.39775390625002,15826.333928353495,False,1500.0,95.0,4.0,0.0,1401.0,0.0,337.0,127.0,15465.0,3.0,0.06333333333333334,0.0026666666666666666,0.24054246966452533,0.09064953604568166,11.038543897216273,matched
2014,1,10397,14107,primary,3489.0,1215.0,932540.3099999999,306509583.1633,267.28011177987963,16411.609305605147,False,979.0,39.0,0.0,0.0,940.0,0.0,181.0,36.0,4078.0,3.0,0.03983656792645557,0.0,0.1925531914893617,0.03829787234042553,4.3382978723404255,matched
2014,1,10397,14635,primary,2258.0,764.0,386157.97,84002469.8485,171.0177015057573,7955.1024805008055,False,1175.0,38.0,2.0,0.0,1135.0,0.0,249.0,52.0,9405.0,3.0,0.03234042553191489,0.001702127659574468,0.21938325991189428,0.04581497797356828,8.286343612334802,matched
2014,1,10397,14679,primary,1924.0,908.0,562558.5,203439157.9988,292.3900727650728,20245.653455919863,False,568.0,16.0,5.0,0.0,547.0,0.0,117.0,23.0,2500.0,3.0,0.028169014084507043,0.008802816901408451,0.21389396709323583,0.04204753199268738,4.570383912248629,matched
2014,1,10397,14747,primary,2079.0,1136.0,681068.9400000001,286000889.4452,327.59448773448776,30248.416995685155,False,520.0,15.0,0.0,0.0,505.0,0.0,126.0,34.0,5544.0,3.0,0.028846153846153848,0.0,0.2495049504950495,0.06732673267326733,10.978217821782179,matched
2014,1,10397,14771,primary,3907.0,1615.0,1380553.5000000002,621790990.7062,353.35385206040445,34288.992450915364,False,689.0,20.0,1.0,0.0,668.0,0.0,191.0,51.0,7987.0,3.0,0.02902757619738752,0.001451378809869376,0.28592814371257486,0.07634730538922156,11.956586826347305,matched
2014,1,10397,14869,primary,1549.0,755.0,552344.7799999999,235959533.34220004,356.58152356358937,25179.851618724657,False,635.0,16.0,1.0,0.0,618.0,0.0,121.0,26.0,4901.0,3.0,0.025196850393700787,0.0015748031496062992,0.19579288025889968,0.042071197411003236,7.93042071197411,matched
2014,1,10397,15016,primary,3055.0,1383.0,628322.1599999999,162858131.4226,205.67010147299507,11008.526683361233,False,938.0,44.0,1.0,0.0,893.0,0.0,186.0,40.0,5587.0,3.0,0.046908315565031986,0.0010660980810234541,0.20828667413213886,0.04479283314669653,6.2564389697648375,matched
2014,1,10397,15304,primary,5324.0,1554.0,915100.27,196491798.9327,171.88209429000753,7363.344860959551,False,1766.0,74.0,1.0,0.0,1691.0,0.0,391.0,82.0,14496.0,3.0,0.04190260475651189,0.0005662514156285391,0.231224127735068,0.04849201655824956,8.57244234180958,matched
2014,1,10721,10397,primary,5485.0,1839.0,1294036.03,384654546.4381,235.9227037374658,14468.927530866655,False,1243.0,65.0,2.0,0.0,1176.0,0.0,297.0,93.0,16576.0,3.0,0.05229283990345937,0.0016090104585679806,0.25255102040816324,0.07908163265306123,14.095238095238095,matched
2014,1,10721,10821,primary,6813.0,1388.0,753538.96,102559704.56040001,110.60310582709525,2820.48366691336,False,1234.0,84.0,4.0,0.0,1146.0,0.0,270.0,65.0,7812.0,3.0,0.06807131280388978,0.0032414910858995136,0.2356020942408377,0.056719022687609075,6.816753926701571,matched
2014,1,10721,11278,primary,11065.0,2049.0,1620671.2300000002,318252487.3181,146.46825395390874,7309.137101370656,False,2017.0,148.0,1.0,0.0,1868.0,0.0,400.0,88.0,14116.0,3.0,0.07337630143777887,0.0004957858205255329,0.21413276231263384,0.047109207708779445,7.556745182012848,matched
